sentence,option1,option2,answer
James was able to hide the book inside his jacket because the _ is small.,band,hair,2
James was able to hide the book inside his jacket because the <blank> is big.,book,jacket,2
"""Ian did laugh very much at truly Ryan because of the small Christmas tree they picked out. A table top tree was what they were wanting.""",Ian,Ryan,2
Ian laughs at Ryan because of the small Christmas tree they picked out. _ is wanting a six foot tree.,Ian,Ryan,1
"""Betty gave the full pitcher to Rachel so they could fill her glass with water.""",Betty,Rachel,2
Brett may well be aging at half the rate of Craig because  <blank> is living a rough lifestyle.,apartment,lease,2
"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had high heels.",shoes,boots,2
"""Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the <blank> had low heels.""",shoes,boots,1
The store had 80 platters but only 2 bowls left in stock because the <blank> were in high demand.,platters,bowls,2
"""The store is having 80 platters but only 2 bowls left in stock because the <blank> are being in low demand.""",platters,bowls,1
"""Sarah had to call in an expert unlike Erin because _ had no knowledge on the subject.""",Sarah,Erin,1
"""Sarah had to call in an expert unlike Erin because _ had vast knowledge on the subject.""",Sarah,Erin,2
"Monica really enjoys a vodka drink, but Felicia prefers whiskey liking dark liquors.",store,kiosk,2
"""Monica is enjoying a vodka drink, but Felicia is preferring whiskey because she likes clear liquors.""",donuts,carrots,2
The knee injury of Samantha has healed much quicker than Katrina. She injury was minor.,compost,pool,2
"""Cynthia is feeling very thirsty but Sarah is not feeling thirsty. _ bought a bag of chips.""",Cynthia,Sarah,2
"""Didn't Samantha fail on the test but Mary did get very good marks because Samantha had been very lazy?""",Samantha,Mary,1
"""Frankly, Kyle is wanting to write to Aaron every day, because they are enjoying sending letters to friends.""",Kyle,Aaron,1
"""Isn't Kyle wanting to write to Aaron every day, because _ enjoyed receiving letters from friends?""",Kyle,Aaron,2
"The toddler kicked the soft furniture and hard toy, but only the _ caused pain.",furniture,toy,2
"The toddler kicked the hard furniture and soft toy, but only the _ caused pain.",furniture,toy,1
"""Jessica did see Laura flirted constantly with men in the office. I am thinking it was normal in a place of business and she was admired by their coworkers.""",Jessica,Laura,2
"""Christopher dismayed Jeffrey learned of their evil plan, and Christopher and Jeffrey did stop it truly before it succeeded.""",shoes,boots,1
"""The student is wanting to be respectful to the teacher so he got her a book instead of an apple because the <blank> is old.""",book,apple,2
"""Patricia trained is preferring to work with clay while Samantha's main artistic medium was paint.""",platters,bowls,1
"Neil asked Brian to hand him the measuring tape, but  _ may well have measured the wall to center the picture.",Sarah,Erin,1
The creams didn't work as well on my skin as the lotions did because the <blank> were new.,creams,lotions,2
"""Kiwis are a favorite of Ryan, while Derrick can't eat them having sensitive teeth.""",Monica,Felicia,2
"Although Amy worked harder and longer than Rebecca, _ was a more wealthy person overall.",Monica,Felicia,1
"""James is wanting to write a list of what he can do for Christmas. He ended up using all the pages in the notepad. The _ is long.""",list,page,1
"""James is wanting to write a list of what he can do for Christmas and did end up using all the pages. The notepad is short.""",list,page,2
"""Samantha gifted her new bathrobe to Betty because it is feeling very comfortable for _ when she tried on.""",Samantha,Betty,2
Samantha did gift her new bathrobe to Betty because it is feeling very itchy for <blank> when she tried it on.,Samantha,Betty,1
"""Weren't the chopsticks better to eat quite with the noodles than the fork as the <blank> was repaired?""",Kyle,Aaron,2
James was finding a space on the couch for the box to be placed but he could not find it because the _ is big.,furniture,toy,2
"""Michael is loving eating many different vegetables but not Brett vegetaried because <blank> was on a vegetarian diet.""",furniture,toy,1
"""It was painful, for Justin to break up with Jason, but they weren't ready to move on.""",Jessica,Laura,2
"Emily asked Rachel to put them on quickly their shoulders, which is tall in height, needing a boost.",Emily,Rachel,2
"""Didn't Bill have complicated feelings about getting a car after his motorcycle died because the  is possessing a lot of new features?""",book,apple,2
"""Feelings that it had a lot of sentimental value were complicated for Bill about getting a car after his motorcycle died.""",car,motorcycle,2
"""Isn't _ being saddened?""",Neil,Brian,2
"""Kyle is making a lot more money than Nelson making is at his job, as <blank> is a cashier.""",Kyle,Nelson,2
"""Food that Hunter ate was spoiled but not that of Brett because he did leave his food outside.""",Hunter,Brett,1
"""Hunter's food was spoiled but not Brett's because in the fridge he did leave food.""",Hunter,Brett,2
"Laura is holding the steel for their project while Carrie did use the blowtorch, because Laura was more skilled.",list,page,1
"Amy is recognizing the man in the waiting room before Monica did, she had met the man only once.",list,page,2
"""Frankly, Nick is smelling much worse than Kenneth after the baseball game although he was wearing deodorant.""",Samantha,Betty,2
"""Mark is wanting to lose some weight by starting a diet and workout routine. Worked, he focused mainly on the workout because he was lazy.""",workout routine,diet,2
"""The drink was rich in caffeine and low in sugar because the _ is sufficing in keeping the drinker awake.""",chopstick,fork,1
"""The drink was rich in caffeine and low in sugar because the <blank> was not enough to keep the drinker awake.""",caffeine,sugar,2
"""Tree that the roots of the \_ were stronger, did fall down sooner than the sapling.""",tree,sapling,1
The tree fell down after the sapling because the roots of the _ were weaker.,tree,sapling,2
The man with the fever came over and talked to Carrie and not Lindsey because he is being a patient.,Carrie,Lindsey,2
"Samantha and Lindsey told each other to be careful with the porcelain doll; when she did ignore her and did drop the doll, she was being very much sorry.",car,motorcycle,1
"The Windows software did attempt to install the upgrades onto the computer, but the <blank> exceeded data capacity.",car,motorcycle,2
"""The Windows software did attempt to install the upgrades onto the computer, but the <blank> was outdated.""",Emily,Maria,2
"""James couldn't lift the bottle of water up very much to the table top because the <blank> is tall.""",table,bottle,1
"""Maria gave birth to Katrina. After the process was over, she being a brand new mother.""",Maria,Katrina,1
"""Jan did plant her herbs in small growing bags, but she worried that they would be too shallow for them to put quite down roots.""",Hunter,Brett,2
"""Jan did plant her herbs in small growing bags, but she worried that the herbs may well be stifled.""",Laura,Carrie,2
"""Writing is coming easily to Carrie but is difficult for Natalie because she had taken engineering in college.""",Carrie,Natalie,2
Katrina asked Rachel to change the diapers for the babies this morning because <blank> is handling the stove.,Katrina,Rachel,1
Katrina asked Rachel to change the diapers for the babies that morning because <blank> may well not be doing anything.,Katrina,Rachel,2
"""<blank> was suffering from many more diseases although Brett did take more medicines than Aaron did.""",Brett,Aaron,2
"""Maria loved excitement, changed Christine's pretty basic life.""",Christine,Maria,2
"""Benjamin lied to Logan because he is upset about the missing money.""",Benjamin,Logan,2
"""She was not good at the finishing touches.""",tree,sapling,2
"""Derrick greeted Craig at the event but he did respond very politely to him because <blank> may well be being humble.""",Carrie,Lindsey,2
"""Derrick and Craig were at the event but Craig may well not have responded to Derrick because Craig is becoming arrogant.""",Derrick,Craig,2
Monica chose Kayla as the winning contestant on the reality show because they were contestants on the show.,software,computer,1
"""Kenneth worked hard at training martial arts but not Samuel. _ may well not have made their dream come true of fighting in the UFC octagon.""",Kenneth,Samuel,2
"Because Megan is wanting to be a welder and Patricia is wanting to be an engineer, they did go to university instead of trade school.",Megan,Patricia,2
"""They went to trade school instead of university because Megan is wanting to be a welder and Patricia is wanting to be an engineer.""",Megan,Patricia,1
"Paid in coins, the man took longer to pay for the shoes than the shirt.",shoes,shirt,1
"Interestingly, the man did take longer to pay for the shoes than the shirt although he did pay for the in coins.",shoes,shirt,2
James was able to hide to gift he brought wit him in his pocket because the  is being big.,Carrie,Natalie,2
James was able to hide the gift he brought with him in his pocket because the <blank> is small.,gift,pocket,1
"""Sometimes I write in my journal with a pencil instead of a pen, but the  _ is running dry completely.""",pencil,pen,2
"""John cannot run the entire length of the track. He had been used to the field. The  is short.""",track,field,2
John did have to bow to quite the door but did have to crawl to quickly the tent. The _ is taller.,door,tent,1
John had to bow to quickly walk through the door but had to crawl quickly to enter the tent. The  _ is shorter.,door,tent,2
"""Adam did blush a deep red when Jeffrey saw him fall off his horse, but Adam did try to pretend it didn't hurt.""",Adam,Jeffrey,1
"""When Leslie told Aaron he only wanted to eat food that was healthy, he laughed and was comforted by the teacher immediately.""",Derrick,Craig,1
"""When Leslie told Aaron he only wanted to eat food that was healthy, they did laugh really at him. The teacher did scold immediately.""",Leslie,Aaron,2
"The doctor did treat Natalie, but refused to quickly see Tanya, because <blank> is having an incredible insurance plan.",Natalie,Tanya,1
"""Jessica asked Rebecca to go see a new horror movie, even though she may well be declining the invitation.""",Jessica,Rebecca,1
"""It is hard and strong, it doesn't take much to shift between ice and water.""",water,ice,2
"""It doesn't take much to shift between ice and water. Water fluid flexible when it's warm.""",Megan,Patricia,2
"""Amy is likely the younger person Kayla taught how to pay it forward.""",Amy,Kayla,1
"""Steven asked Joseph to have their stomach examined. Didn't they have a night full of really bad gas issues?""",Steven,Joseph,2
"""The assertive commander did tell the privates to change their boots but not their shirts because they were disgusting.""",boots,shirts,1
"""The assertive commander did tell the privates to change their boots but not their shirts because aren't the shirts fine?""",gift,pocket,2
"""Didn't Chef decide to omit the chicken from his signature dish for the party, because the <blank> needed to be vegetarian?""",dish,party,1
"""Timmy did buy a transporter for his cat so he could take him on the plane but the  _ was too small.""",transporter,plane,1
"""Don't you think Felicia was given a leather belt from Betty to clean it, because they may well be knowing how to do it?""",track,field,2
"""Felicia was given a leather belt from Betty to clean it, because <blank> is knowing how to clean it.""",door,tent,1
"""Eric did replace his long hair with a new hat for the summertime. Old.""",hair,hat,1
"Hunter had low tire pressure and asked Eric to fill the tires; when he said no, _ did fill the tires.",Hunter,Eric,1
"""Carrie did try to convince Cynthia that the cat needed a microchip because was concerned really about the cat getting lost.""",Carrie,Cynthia,1
"""Isn't the doctor feeling more sympathy for Aaron than Ryan because he has a curable illness and great insurance?""",Aaron,Ryan,2
"""Emily delivered the daily newspaper to Samantha promptly, so <blank> did give a nice Christmas bonus.""",Emily,Samantha,2
"""Frankly, Emily did deliver the daily newspaper to Samantha promptly, so am expecting a nice Christmas bonus.""",Emily,Samantha,1
"""Jack is wanting to start a game, but couldn't decide between baseball or basketball. Wouldn't it need fewer friends?""",baseball,basketball,2
"Jack is wanting to start a game, but couldn't decide between baseball or basketball. The _ game would call for more friends.",baseball,basketball,1
Isn't James wanting to wear the corsage but it wouldn't fit around his wrist because his <blank> is too small?,wrist,corsage,2
"""James is wanting to wear the corsage but it wouldn't fit around his wrist because the <blank> was too big.""",wrist,corsage,1
"Laura was climbing down from the roof and Katrina was below, so she was holding the ladder.",Laura,Katrina,2
Bill could only go out to the restaurants rather than the bars because a minimum age is requiring.,boots,shirts,2
"""Katrina did demand that Jessica get off of their property, because <blank> was in the neighborhood for visiting.""",Katrina,Jessica,2
"Katrina did demand that Jessica get off of their property, because <blank> isn't being in the mood for visiting.",Katrina,Jessica,1
"""Kenneth tended to Randy's wounds at the hospital as I am learning to contain an infection.""",Felicia,Betty,1
"""Justin is admiring the art hung on the wall by Nick so wouldn't he like to take something home? <blank>""",Justin,Nick,2
"""Mary is feeling a great deal of guilt for stealing various items from Rachel so forgave her.""",Mary,Rachel,2
"Dennis warned Craig if they were late to work again they shall suffer termination, works for the boss at the local factory.",Dennis,Craig,2
Patricia did buy Christine a watch for their birthday because she is being tired of asking about the time.,Carrie,Cynthia,1
"""The teenager did choose a jeweled pin for her belly piercing, but the _ was too tiny.""",piercing,pin,1
"The teenager chose a jeweled pin for her belly piercing, but the _ was too huge.",piercing,pin,2
"After visiting their tenth college, Kevin asked Donald to just make up his mind, because didn't they have time for more?",Kevin,Donald,1
"After visiting their tenth college, Kevin did demand that Donald is making up his mind, because he just didn't have time for more.",baseball,basketball,2
"At the store, John did sign a warranty contract for the tablet, but did not purchase insurance for the phone, because the <blank> was being unlikely very to be damaged.",baseball,basketball,1
"""At the store, John did sign a warranty contract really for the tablet, but did not purchase insurance for the phone, because the <blank> was likely to be damaged.""",tablet,phone,1
"""Bob had a love and hate relationship with gambling and the _ grew as he won more money.""",love,hate,1
Christine was tired of Maria being a pain in the neck after <blank> laid down the prank trap.,Christine,Maria,2
"""When Derrick told Christopher about quitting school to provide for their family, Christopher started panicking.""",Derrick,Christopher,1
"""The food Katrina made was very bland, so Victoria added some salt; Victoria did feel quite bad and vowed not to season again.""",Katrina,Victoria,2
"""She was the prettiest in the room, wearing a pretty dress and jewelry. The _ was sparkling.""",dress,jewelry,2
"""Isn't Jason hired to paint the house instead of hiring a painting company, because the <blank> is doing it for more money?""",Kenneth,Randy,1
The crops in the facility grew better than in the greenhouse since the <blank> was bright inside.,facility,greenhouse,1
"""Beautiful roses were bought by Jason for Dennis because <blank> is a receiver in general.""",Jason,Dennis,2
"""Phone that was always off, didn't the battery die faster than the laptop battery, because <blank>?""",phone,laptop,2
"""The battery of the phone died faster than the laptop battery, because the <blank> is always on.""",phone,laptop,1
"""Felicia ran out quickly of shirts and borrowed one from Patricia, but didn't ask permission ahead of time.""",Felicia,Patricia,1
"""I am wanting to use pomade on my hair instead of hairspray but it was old so the _ was unusable.""",pomade,hairspray,1
"""Megan did pick up quickly some olive oil for Felicia because she is hating to cook but is loving to eat.""",Megan,Felicia,1
"""Megan did pick quickly up some olive oil for Felicia because they are loving to cook but hating to eat.""",Megan,Felicia,2
"""Ian always did get ready quickly in the morning and did end up waiting for Christopher, punctual.""",Ian,Christopher,1
Kayla always wears sunscreen outdoors but Natalie doesn't concerning very much about getting neck wrinkles.,tablet,phone,2
"Felicia is wanting to be pampered by Emily, so did go to the jewelry store and did buy an expensive ring.",Felicia,Emily,2
"""The man couldn't stop thinking about the violin and the crossbow he did lose when he was younger. He is loving really to shoot _.""",love,hate,1
"Brian is having an analytical mind, mastering the game of chess was easier for him than William.",Christine,Maria,2
"""The gerbil did come over to Laura but not Monica because <blank> was holding a hockey stick.""",Laura,Monica,2
"""The gerbil did come quickly over to Laura but not Monica because <blank> is holding a carrot stick.""",Laura,Monica,1
Kyle is loving to camp in the wilderness but Justin is preferring a nice hotel.  _ is booking a trip to New York City.,dress,jewelry,2
Kyle is loving to camp in the wilderness but Justin is preferring a nice hotel. _ is booking trip to Yellowstone Park.,Kyle,Justin,1
"""The cars were a pleasure to drive but the red car was not as the blue car is being very expensive.""",blue,red,1
The cars were a pleasure to drive but the <blank> was not as the red car was very cheap.,Jason,Dennis,2
"""Carrie did not want to use a valet to park the car because <blank> was generous with money.""",phone,laptop,2
"""The trumpet part did overpower the reeds but could not be heard over the strings, as the _ were just too quiet.""",reeds,strings,1
"""James forgot to put quickly the food in the freezer so he had to eat the rotting fruits the next day.""",food,fruit,1
"""The patient did take calcium to fix his broken bone but the  _ was too weak.""",bone,calcium,1
"""The patient did take calcium to fix his broken bone but the <blank> was too strong.""",bone,calcium,2
"""Isn't she living a sedentary, gluttonous lifestyle, that's why Emily may well never have struggled with blood clots like Victoria has?""",Emily,Victoria,2
"""Didn't Monica call Emily a chicken because <blank> may well be capable of climbing the ladder?""",Monica,Emily,1
"""Didn't Monica call Emily a chicken because they were scared of climbing the ladder?""",Kayla,Natalie,2
Hannah had to get a lawyer to help her is understanding of the contract language because the _ the contract had was too complex.,Felicia,Emily,2
"Mary is loving to make baked potatoes, but Monica couldn't stand the smell; _ did ask her to only make them when she was alone.",Mary,Monica,2
"Mary is loving to make baked potatoes, but Monica couldn't stand the smell; she only did make them when she was alone.",Mary,Monica,1
"""The fisherman wanted to put the rock quickly in the pond but the <blank> was too small.""",pond,rock,1
"Joe did a lot worse on the quiz last week than he did on the test today, because the <blank> was a surprise.",quiz,test,1
Elena was asked by Jessica to put patches in quickly the holes in her pants; _ am knowing she did give her some she bought at the store.,Elena,Jessica,2
"""Asked to put patches in the holes in her pants, Elena did use some she already had at home.""",Elena,Jessica,1
Learning a new form of karate was difficult for Logan but not William because <blank> was not athletic.,blue,red,1
Brian is wanting a horse but not Nick because _ raised cattle in they spare time.,Brian,Nick,1
Logan preferred to snowboard while Kyle is wanting to do biathlon so <blank> did go up the hill.,Logan,Kyle,1
"She watered the rose but not the cactus, because the soil of the <blank> was already wet.",rose,cactus,2
"She did water the rose but not the cactus, because the soil of the  _ was already dry.",rose,cactus,1
Ryan knew this so he only made white sauce when Nick came over.,bone,calcium,1
"""Aren't they tastier than the available toppings because the <blank> are old?""",ingredients,toppings,2
"""Rachel knowing exactly how to treat the injured person's wound but not Emily because <blank> took a woodworking class in high school.""",Rachel,Emily,2
"""Couldn't the dress use either velcro or a zipper to close, the  _ would last longer?""",velcro,zipper,2
"""The class was going on a bus on a field trip to a local museum. The _ had to close at 4.""",bus,museum,2
"""Wasn't Kelly embarrassed when his toga fell really off at the party and people saw his underwear because the <blank> was too tight?""",toga,underwear,2
"Kelly was embarrassed because the <blank> was too loose, and his toga did loose at the party and people saw his underwear.",toga,underwear,1
Kayla was always thinner than Rachel because _ am enjoying eating brioche and butter every morning.,Kayla,Rachel,2
"""Isn't Robert having really for punching Justin in the nose even though <blank> was the victim of injustice?""",Robert,Justin,2
"""Robert has no regret for punching Justin in the nose because Robert wronged is the victim of injustice.""",Robert,Justin,1
"""Erin that being older may well have darker circles under her eyes than Cynthia's.""",Elena,Jessica,2
"""The cake did get burnt under the heat applied to it. It appears the _ is too small.""",cake,heat,1
"Harper is wanting to wear a cowboy hat and a bolero tie to her party, but the  didn't fit her head.",Logan,William,1
"Laura did put fruit in their pie for Lindsey to eat, and Laura and Lindsey did eat half the pie baked after that one was done baking.",Laura,Lindsey,2
I did start a program for youth that worked better than the old system. The <blank> was new.,program,system,1
"""William was very comfortable entering Kenneth's personal domain any time, as he.""",Logan,Kyle,1
"""Megan because  _ is currently unemployed, but Tanya recently did finish filling out a job application.""",Tanya,Megan,1
Tanya recently did finish filling out a job application but not Megan because <blank> is currently working.,Tanya,Megan,2
"""Lawrence and Hunter did lose a lot of weight on their diet but Hunter wasn't nearly as successful. Hunter is heavied.""",Nick,Ryan,1
Lindsey did not know how to make a good impression for an interview with Tanya. She may well have been surprised when she did not get the job.,ingredients,toppings,2
"""Show that Sarah is casting Tanya is wanting to audition for, so I did watch her routine very carefully.""",Tanya,Sarah,2
"""When it came to taking care of elderly people, Adam was suited for the job more than Brian because  _ is living with younger people longer.""",Adam,Brian,2
Felicia may well have did experience a tummy ache while Tanya did not because had not eaten any food.,Felicia,Tanya,2
"""Erin was self-conscious of her legs and Katrina didn't help by making fun of them, but  _ did go to the gym to try and help her.""",Erin,Katrina,2
"While shopping at the mall, Kevin asked Benjamin to help find a red shirt to wear because Benjamin is being great at clothing budgeting.",Kevin,Benjamin,2
"Catherine doesn't let her kids watch movies, but they can watch some TV shows. Catherine thinks the _ are too violent.",movies,TV shows,1
"Lindsey is loving dogs and doesn't have one of her. So when Amy visits with her dog, Lindsey gives it treats and spoils it.",Lindsey,Amy,1
"""the scanning tool could not get through the cervix because the  _ was too big.""",cervix,tool,2
"""the scanning tool could not get through the cervix because the  _ was too small.""",cervix,tool,1
Mary didn't know what the currency of Mexico was but Lindsey _ had never been to Mexico before.,cake,heat,1
"""Didn't Megan sentence Jennifer to quickly probation for stealing from the grocery store, obeys the laws that are written?""",Megan,Jennifer,1
"Mary is thinking Sarah has beautiful skin, even though <blank> has the better complexion.",Mary,Sarah,1
"Patricia is loving the smell of Rachel's shampoo, so she asked where to buy it. _ gave her a bottle the next day.",Patricia,Rachel,2
"""Matthew that is feeling lightheaded and dizzy, Donald had to drive to the doctor immediately.""",William,Kenneth,1
"""Jason owned the rented apartment, so did send the rent for the apartment each month.""",Tanya,Megan,1
Jason did receive the rent for the apartment each month.,Tanya,Megan,2
"""Aren't I wanting to use those iron on my new shirt, and, yes, it's because the <blank> is too expensive?""",Lawrence,Hunter,2
"I am not wanting to use that iron on my new shirt, and, yes, <blank> is too cheap.",iron,shirt,1
The wound caused by the bullet is needing more care than the knife wound because the <blank> wound was superficial.,Tanya,Sarah,2
"""Kyle pained was in a lot of pain after running the marathon in place of Brian, but did appreciate the support of his cause.""",Kyle,Brian,2
Amy asked Maria how to make homemade candles to give as gifts. Amy may well be knowing she had a lot of experience making them.,Amy,Maria,1
"""Patricia is liking to lie around in a hammock all day but Megan did  because _ was very sedentary.""",Erin,Katrina,2
Hank was eating cereal and spilt milk on his hot pants and decided to get his pleated pants. He needed to change really into new leggings because the <blank> are clean.,hot pants,pleated pants,2
"""Sara's cat got fleas so she bought a treatment and put it quickly on the cat's neck. The cat was unhappy and tried to lick it off the <blank>.""",neck,treatment,1
"""Derrick is always wanting to wash when they wake up but Benjamin rarely bothers. was a very dirty person.""",Lindsey,Amy,1
"""Derrick is always wanting to wash when they wake up but Benjamin rarely bothered. Derrick was a very clean person.""",Derrick,Benjamin,1
"Natalie is a forest ranger, Jessica is a cook therefore <blank> may well can't tell you how to plant your pine tree.",Natalie,Jessica,2
"""Justin brought a saw and hammer to prepare making a cupboard for Benjamin employed because is he employer.""",Mary,Lindsey,1
Patricia was on a diet and did not eat the cookies Rebecca baked for her. She was jealous.,Patricia,Rebecca,1
"""Kenneth is the client in that situation tended to by Derrick at the office.""",Kenneth,Derrick,1
Justin did use a stencil on their presentation lettering but Derrick did not. Presentation had a very neat looking presentation.,Patricia,Rachel,2
"""The mirror isn't lying showing how overweight Patricia was and how emaciated Felicia was, so a diet is needed.""",Patricia,Felicia,1
"""Posters that the overall cost of distribution for the _ was cheaper, were used instead of flyers.""",Brett,Jason,1
"""The stores used posters instead of flyers, but the overall cost of distribution for them was cheaper.""",posters,flyers,2
"""With my ankle sprain, I am not able to put my foot in quickly my shoe because the <blank> is being too fat.""",sprain,shoe,1
"Logan and Adam could eat gluten while Logan and Adam could not, and Logan and Adam always had a smaller variety of foods to choose from.",iron,shirt,1
"""Erin was sneaky that was coming up behind them because she was sneaky.""",bullet,knife,2
Michael was a better employer than Joel so he may well had to worry about retaining employees.,Michael,Joel,2
"""Didn't he have to worry about retaining employees because Michael was a better employer than Joel?""",Michael,Joel,1
"Frankly, James was suffering from nausea and decided to drink ginger tea but the _ was too meek.",Patricia,Megan,1
"""Joel and Robert are wanting a tan look but Joel was impatient while Robert wasn't. Joel was using bronzer to get a tan look.""",Joel,Robert,1
"""Playing basketball came easier for Cynthia than Jennifer but Cynthia and Jennifer had more control of <blank> body movements.""",neck,treatment,1
"Cynthia had less control of them body movements than Jennifer, but did come easier for her playing basketball.",Derrick,Benjamin,2
The lady did walk quickly passed by Amy but not Carrie because <blank> was intrigued by her.,Derrick,Benjamin,1
"So, now Dennis is being grateful.",Dennis,Donald,2
"""Megan and Lindsey focused more on proper posture than each other because Megan is wanting to become a model.""",Justin,Benjamin,2
"Lindsey because _ wanted to become a model, Megan focused less on proper posture than.",Patricia,Rebecca,1
Victoria may well have had no issues with Achilles Tendinitis unlike Betty because never wore sneakers with cushion.,Victoria,Betty,2
"Katrina is not valuing the antique pictures as much as Lindsey, being a history buff.",Justin,Derrick,2
"""Christopher's boil infected is due to applying medicine later while Ryan's boil cleared up right away.""",Ryan,Christopher,2
"""Jason did go zooming down Brett's street way too fast on his motorcycle, causing excitement.""",Jason,Brett,1
"""Angela is wanting to find a partner, but Victoria is wanting to stay single, because <blank> is lonely.""",posters,flyers,1
My teeth hurt more after eating the cake than the pie because the _ was not as sweet.,pie,cake,1
My teeth hurt more after eating the cake than the pie because they were sweeter tasting.,pie,cake,2
"On Valentine's Day, Brian did receive no flowers, but Kevin did get a lot. Kevin may well be dating someone.",Logan,Adam,2
"Michael had to learn how to speak Chinese for his job unlike Matthew, because <blank> worked in China.",Maria,Erin,2
"""Michael had to learn how to speak Chinese for his job unlike Matthew, because he worked in England.""",Michael,Joel,2
"""The boards were used to build the houses instead of the bricks, as the <blank> were sparse.""",Michael,Joel,1
"Betty attacked may well have avoided, attacked in the dark alley where Elena was mugged, because Betty and Elena ignored each other's intuition.",tea,nausea,1
"The actors did practice the scenes parked in the parking lot more than those in the morgue, because those scenes are being full of silence.",parking lot,morgue,2
"Victoria was interested in babies, but Katrina thought they were annoying, so she is preferring visiting quickly the nursery.",Victoria,Katrina,1
"""The laws of the government are a lot worse than the rules of schools, because they are being strict.""",Cynthia,Jennifer,1
"The kids at camp did like the activities with water, but did avoid the sand, because the <blank> is being cleansed.",sand,water,2
"""Christine usually bets less playing poker than Elena, being more careful.""",Christine,Elena,1
"Frankly, Natalie is being extremely shy, but Lindsey is being good at talking to strangers, which makes her worse at telemarketing.",Natalie,Lindsey,1
"""Benjamin is thinking about very much Android was the superior phone system but Ian is thinking about very much IOS was better. _ bought a new Note 9 from Verizon.""",Benjamin,Ian,1
Benjamin is thinking Android was the superior phone system but Ian is thinking IOS was better. new bought iPhone 9 from Verizon.,Victoria,Betty,2
Jill did buy a slip to go with her new skirt but the _ was too short and it hung out the bottom.,Katrina,Lindsey,2
Jill did buy a slip to go with her new skirt but the <blank> was too long and it hung out the bottom.,skirt,slip,2
Logan kept a store of them in house but Brian is not approving of hunting.,Jason,Brett,1
"""The floor may well have been scratched. The _ was rough.""",Angela,Victoria,1
The floor was smooth. Scratches started to appear on the floor when people's shoes started dragging on it.,floor,shoe,1
"Craig made sure to stretch before working out but Christopher never did, so he may well frequently got injuries""",pie,cake,2
"""Elena concerning that Megan may well have a Twitter addiction, but they are probably worrying just about nothing.""",Brian,Kevin,2
Donald was chosen to be a model while Dennis was passed really quickly over because he was exceptionally tall.,Donald,Dennis,1
"""The flour spills out quickly when we use an ancient family recipe and pour three teacups of flour into our bowl. Isn't the bowl too small?""",teacup,bowl,2
"""The flour spills out really when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too big.""",teacup,bowl,1
"""That product that could cure any disease, made of a new chemical and container, but the _ was not FDA approved.""",chemical,container,1
"The pharmacy offered a product that could cure any disease, made of a new chemical and container, but the product and container could hold few drugs.",chemical,container,2
"The cracker that was given to me was worse than the cookie, because stale.",Victoria,Katrina,1
"Aria did try to fix the fence in her garden by using new paint and wood, but the <blank> had termites.",paint,wood,2
"Patricia bought a plant for Natalie to put in her garden, so _ did send a thank you card.",Patricia,Natalie,2
"""April is getting stressed when she goes waterskiing more than swimming. The <blank> is filled with relaxation for her.""",waterskiing,swimming,2
"I did hand the documents over quickly to immigration with the passports, but they only accepted the passports, because those were complete.",documents,passports,2
"Patricia is a great nurse and Cynthia is a famous doctor, blood is normal to them, _ am getting assisted in operations.",Benjamin,Ian,1
It did miss so <blank> may well be gone.,Benjamin,Ian,2
"""Sarah because she ran during the field raid was not arrested for growing hemp by the police, but Jessica was.""",Jessica,Sarah,2
"""Jessica and Sarah were involved in the field raid, with Jessica arrested for growing hemp and Sarah staying during the event.""",skirt,slip,2
_ took his beverage.,Logan,Brian,1
"""In her opinion, Jennifer thought it was important to neuter a dog and Rachel did because _ am knowing lots of animals become homeless.""",floor,shoe,2
"""Joseph is loving to smoke cigarettes while Derrick is not although he is hating to use a hookah.""",Joseph,Derrick,1
"""The woman isn't needing an appraisal for the desk, but wondered how much the table was worth, because the <blank> appeared to be common.""",Craig,Christopher,2
John could not hear his alarm clock when he was sleeping with a headphone on his head because the _ is closer.,headphone,clock,1
John could not hear his alarm clock when he was sleeping with a headphone on his head because the _ is farther.,headphone,clock,2
"""The teacher was helping us study carpentry instead of studying the cooking today. The _ was mandatory.""",carpentry,cooking,1
Emily was nine months pregnant but Tanya was not pregnant at all. _ did have a beautiful baby girl.,Emily,Tanya,1
"Randy passed, because he isn't ok with the $3 extra cost, but Ryan ordered the salad with added avocado.",Ryan,Randy,2
"Ryan did order the salad with added avocado, but Randy did pass because he ok'd the $3 extra cost.",Ryan,Randy,1
"Tanya was an adult while Samantha was young and still had room to grow, so Tanya did give her her old clothes.",Tanya,Samantha,1
"Tanya was an adult while Samantha was young and still had room to grow , so _ took her old clothes.",Tanya,Samantha,2
"The hiking group had more food than water, so they tried to conserve the _ .",water,food,1
"""The hiking group had less food than water, so they did try to conserve the _.""",water,food,2
Mary did use the lotion instead of the cream because her skin was glowing when she used the _.,cream,lotion,2
"I did wear the pants and the shirt together, but did get more compliments on the <blank> because the shirt was uglier.",shirt,pants,2
"""John and his cousin cannot listen to his music with the volume of the television <blank> is watching. The  is quiet.""",Logan,Samuel,2
"""The honey flows out slower from the bottle than the oil. The _ is viscous.""",honey,oil,1
