sentence,option1,option2,answer
"""Buying a swimming pool was great for Adam plus not for Christopher because  had a back yard large.""",Adam,Christopher,1
"Frankly, Ann is liking using oil paint rather than acrylic on canvas because oil paint had a shorter working time.",acrylic,oil,1
"Cynthia was happy to give Patricia the section, politics on account of <blank> is having little interest in the election results.",book,jacket,2
"""The bag did melt and not the wood when they were inside the flame plus the <blank> is soft.""",wood,bag,2
"""The bag get melted and not the wood when they was inside the flame. The _ is hard.""",wood,bag,1
"Carrie arrived to work after Cynthia, had a commute shorter in mornings.",Betty,Rachel,2
"Swim with the instruction right, Brian could learn but it is being hard to tell whether lifeguard Matthew of's was qualified to provide it, since _ had never swam before.",Brian,Matthew,1
"""They disagree over what dog to take as Mary wanted a yorkie while Maria wanted a labrador. She is loving these ones.""",shoes,boots,2
"Devin got sick after eating the sausage, so he laid on the couch plus later moved to the bed which is being more comfortable.",couch,bed,2
"Jennifer is having more money than Amy, plus is becoming a homeowner at a young age.",Jennifer,Amy,1
"""Nice things in the house like the pool plus not the wiring because the wiring was fine would the salesman feature.""",pool,wiring,1
"""The boxes, heavy, were for Benjamin to carry alone, so he asked Matthew for help. After he said yes, he is feeling regret.""",Benjamin,Matthew,2
"""Conditioner for hair that makes it curly, Sandra try out, but was upset with the results because the _ was too straight.""",conditioner,hair,2
"""Sandra did try a conditioner out, new for her hair's that makes it curly, but was upset with the results because the  was too mild for.""",conditioner,hair,1
Patricia is having to pay less tax than Cynthia plus is making more money in the year.,Patricia,Cynthia,2
Patricia is having to pay less tax than Cynthia because <blank> is making less money in the year's.,Samantha,Katrina,1
"""Brian plants, because which they used fertilizer, are showing a lot more growth than Logan's plants.""",Brian,Logan,1
James is feeling weak when he walked the distance of his street so he decided walking just the distance of the lawn plus the lawn is long.,Samantha,Mary,1
"""Frankly, Feeling weak, James always is feeling weak when he walked always the distance street so he decided walking always just the distance amidst the lawn short.""",Kyle,Aaron,1
"""The room living was cleaner than the kitchen, because we are spending less time in the <blank>.""",living room,kitchen,1
The living room was cleaner than the kitchen because we spend time in the <blank>.,furniture,toy,2
"The girl did break Leslie's heart but not heart, Kenneth's, because Kenneth was never in love with her.",Leslie,Kenneth,2
The girl did break Leslie's heart but not Kenneth owing to Kenneth used to be in love with her.,Leslie,Kenneth,1
"""The skateboard broken did get under the weight of the luggage and fat boy's. The  is light.""",skateboard,weight,1
Lawrence are gaining weight while Dennis were losing it as _ liked to eat too little.,book,apple,2
"""The stone do thud on the floor even though it was dropped on the pillow. Plus, it is light too.""",stone,pillow,2
"""Rachel touches the vest bulletproof Kayla's due to being on a ride along of.""",Rachel,Kayla,1
"""Selena want the hairdresser to cut her hair with a razor instead of a clipper's because the always gave a look edgier.""",clipper,razor,2
"""Yearly Neil did cut trees unlike Logan who in the city lives.""",Neil,Logan,2
"""The sound of the foot was audible from the street plus the street is quiet.""",street,sound,1
"His removing stain for which he did reach for soap first, then did get up and did get a bowl plus the _ was close by.",soap,bowl,1
"""He, reaching quickly to remove the stain, then got a bowl and got up. The _ was far away.""",soap,bowl,2
"""Brett that Kyle did ask for some tips on healthy eating owing to he has recently lost weight.""",Kyle,Brett,2
"""The architect try to build the room within the house but the _ was too large.""",house,room,2
"""The architect try to build in the room the house but the <blank> was too small.""",chopstick,fork,1
"Ironically, William was a huge animal rights campaigner plus Randy couldn't deeply care about so he did hate leather.",William,Randy,1
"""William were a campaigner huge but Randy couldn't be cared less so he is loving leather.""",Michael,Brett,1
The school is needing a new auditorium plus a new teacher's room. They built the auditorium first because it benefited the teachers more than ones it did.,auditorium,teacher's lounge,2
"""Sized unlike the shirt, the bra she couldn't wear because the _, was of the right size.""",bra,shirt,2
"""Maria is wanting to play poker with Jennifer plus she was player a and she won a lot of money amidst.""",car,motorcycle,1
Angela was a person liked to stay at home while Amy loved to travel the world when they did take to the beach over the summer.,car,motorcycle,2
"""Angela who is liking to stay at home to which Amy love to travel the world at any time they could. She is taking a holiday at home over the summer.""",Emily,Maria,2
Kenneth is really scared to have an operation plus brave Neil is about it. He is being under a lot of stress.,Kenneth,Neil,1
"Joel did go to Michael's house and did consume <blank>, a lot of alcohol, so did have to quickly ride back home as a passenger.",Joel,Michael,1
"""Jane is receiving a pet tortoise plus an aquarium as a birthday gift, plus the <blank> was too small.""",Hunter,Brett,2
"She did choose the black car over the green car, plus the  _ has more brighter color.",Laura,Carrie,2
