Language_ID,Parameter_ID,Value
Pakistani English,No inversion/no auxiliaries in main clause yes/no questions,B
Butler English,No inversion/no auxiliaries in main clause yes/no questions,A
Sri Lankan English,No inversion/no auxiliaries in main clause yes/no questions,B
Hong Kong English,No inversion/no auxiliaries in main clause yes/no questions,A
Colloquial Singapore English (Singlish),No inversion/no auxiliaries in main clause yes/no questions,A
Malaysian English,No inversion/no auxiliaries in main clause yes/no questions,A
Australian English,No inversion/no auxiliaries in main clause yes/no questions,B
Australian Vernacular English,No inversion/no auxiliaries in main clause yes/no questions,B
Aboriginal English,No inversion/no auxiliaries in main clause yes/no questions,A
Roper River Creole (Kriol),No inversion/no auxiliaries in main clause yes/no questions,A
Torres Strait Creole,No inversion/no auxiliaries in main clause yes/no questions,A
New Zealand English,No inversion/no auxiliaries in main clause yes/no questions,B
Norfolk Island/ Pitcairn English,No inversion/no auxiliaries in main clause yes/no questions,B
Palmerston English,No inversion/no auxiliaries in main clause yes/no questions,A
Acrolectal Fiji English,No inversion/no auxiliaries in main clause yes/no questions,B
Pure Fiji English (basilectal FijiE),No inversion/no auxiliaries in main clause yes/no questions,A
Bislama,No inversion/no auxiliaries in main clause yes/no questions,A
Tok Pisin,No inversion/no auxiliaries in main clause yes/no questions,?
Hawaiʼi Creole,No inversion/no auxiliaries in main clause yes/no questions,A
Falkland Islands English,No inversion/no auxiliaries in main clause yes/no questions,B
St. Helena English,No inversion/no auxiliaries in main clause yes/no questions,A
Tristan da Cunha English,No inversion/no auxiliaries in main clause yes/no questions,B
Philippine English,No inversion/no auxiliaries in main clause yes/no questions,A
Cape Flats English,No inversion/no auxiliaries in main clause yes/no questions,C
Orkney and Shetland English,Doubly filled COMP-position with wh-words,D
Scottish English,Doubly filled COMP-position with wh-words,D
Irish English,Doubly filled COMP-position with wh-words,B
Manx English,Doubly filled COMP-position with wh-words,D
Welsh English,Doubly filled COMP-position with wh-words,D
English dialects in the North of England,Doubly filled COMP-position with wh-words,D
English dialects in the Southwest of England,Doubly filled COMP-position with wh-words,X
East Anglian English,Doubly filled COMP-position with wh-words,D
English dialects in the Southeast of England,Doubly filled COMP-position with wh-words,D
Channel Islands English,Doubly filled COMP-position with wh-words,D
British Creole,Doubly filled COMP-position with wh-words,D
Maltese English,Doubly filled COMP-position with wh-words,D
Newfoundland English,Doubly filled COMP-position with wh-words,D
Colloquial American English,Doubly filled COMP-position with wh-words,X
Urban African American Vernacular English,Doubly filled COMP-position with wh-words,D
Rural African American Vernacular English,Doubly filled COMP-position with wh-words,D
Earlier African American Vernacular English,Doubly filled COMP-position with wh-words,D
Ozark English,Doubly filled COMP-position with wh-words,X
Appalachian English,Doubly filled COMP-position with wh-words,D
Southeast American enclave dialects,Doubly filled COMP-position with wh-words,D
Gullah,Doubly filled COMP-position with wh-words,D
Chicano English,Doubly filled COMP-position with wh-words,?
Bahamian English,Doubly filled COMP-position with wh-words,D
Bahamian Creole,Doubly filled COMP-position with wh-words,D
Barbadian Creole (Bajan),Doubly filled COMP-position with wh-words,D
Jamaican English,Doubly filled COMP-position with wh-words,D
Jamaican Creole,Doubly filled COMP-position with wh-words,D
San Andrés Creole,Doubly filled COMP-position with wh-words,D
Belizean Creole,Doubly filled COMP-position with wh-words,D
Guyanese Creole (Creolese),Doubly filled COMP-position with wh-words,D
Eastern Maroon Creole,Doubly filled COMP-position with wh-words,X
Saramaccan,Doubly filled COMP-position with wh-words,D
Sranan,Doubly filled COMP-position with wh-words,D
Trinidadian Creole,Doubly filled COMP-position with wh-words,D
Vincentian Creole,Doubly filled COMP-position with wh-words,D
Krio (Sierra Leone Creole),Doubly filled COMP-position with wh-words,D
Liberian Settler English,Doubly filled COMP-position with wh-words,D
Vernacular Liberian English,Doubly filled COMP-position with wh-words,D
Ghanaian English,Doubly filled COMP-position with wh-words,D
Ghanaian Pidgin,Doubly filled COMP-position with wh-words,D
Nigerian English,Doubly filled COMP-position with wh-words,D
Nigerian Pidgin,Doubly filled COMP-position with wh-words,D
Cameroon English,Doubly filled COMP-position with wh-words,D
Cameroon Pidgin,Doubly filled COMP-position with wh-words,D
Tanzanian English,Doubly filled COMP-position with wh-words,X
Kenyan English,Doubly filled COMP-position with wh-words,?
Ugandan English,Doubly filled COMP-position with wh-words,D
White Zimbabwean English,Doubly filled COMP-position with wh-words,D
Black South African English,Doubly filled COMP-position with wh-words,D
Indian South African English,Doubly filled COMP-position with wh-words,D
White South African English,Doubly filled COMP-position with wh-words,D
Indian English,Doubly filled COMP-position with wh-words,C
Pakistani English,Doubly filled COMP-position with wh-words,D
Butler English,Doubly filled COMP-position with wh-words,C
Sri Lankan English,Doubly filled COMP-position with wh-words,D
Hong Kong English,Doubly filled COMP-position with wh-words,D
Colloquial Singapore English (Singlish),Doubly filled COMP-position with wh-words,D
Malaysian English,Doubly filled COMP-position with wh-words,D
Australian English,Doubly filled COMP-position with wh-words,D
Australian Vernacular English,Doubly filled COMP-position with wh-words,X
Aboriginal English,Doubly filled COMP-position with wh-words,D
Roper River Creole (Kriol),Doubly filled COMP-position with wh-words,D
Torres Strait Creole,Doubly filled COMP-position with wh-words,D
New Zealand English,Doubly filled COMP-position with wh-words,D
Norfolk Island/ Pitcairn English,Doubly filled COMP-position with wh-words,D
Palmerston English,Doubly filled COMP-position with wh-words,?
Acrolectal Fiji English,Doubly filled COMP-position with wh-words,D
Pure Fiji English (basilectal FijiE),Doubly filled COMP-position with wh-words,D
Bislama,Doubly filled COMP-position with wh-words,D
Tok Pisin,Doubly filled COMP-position with wh-words,X
Hawaiʼi Creole,Doubly filled COMP-position with wh-words,D
Falkland Islands English,Doubly filled COMP-position with wh-words,D
St. Helena English,Doubly filled COMP-position with wh-words,D
Tristan da Cunha English,Doubly filled COMP-position with wh-words,B
Philippine English,Doubly filled COMP-position with wh-words,D
Cape Flats English,Doubly filled COMP-position with wh-words,D
Orkney and Shetland English,Superlative marker most occurring before head noun,D
Scottish English,Superlative marker most occurring before head noun,D
Irish English,Superlative marker most occurring before head noun,C
Manx English,Superlative marker most occurring before head noun,D
Welsh English,Superlative marker most occurring before head noun,D
English dialects in the North of England,Superlative marker most occurring before head noun,D
English dialects in the Southwest of England,Superlative marker most occurring before head noun,X
East Anglian English,Superlative marker most occurring before head noun,D
English dialects in the Southeast of England,Superlative marker most occurring before head noun,D
Channel Islands English,Superlative marker most occurring before head noun,D
British Creole,Superlative marker most occurring before head noun,D
Maltese English,Superlative marker most occurring before head noun,?
Newfoundland English,Superlative marker most occurring before head noun,?
Colloquial American English,Superlative marker most occurring before head noun,X
Urban African American Vernacular English,Superlative marker most occurring before head noun,B
Rural African American Vernacular English,Superlative marker most occurring before head noun,C
Earlier African American Vernacular English,Superlative marker most occurring before head noun,D
Ozark English,Superlative marker most occurring before head noun,D
Appalachian English,Superlative marker most occurring before head noun,B
Southeast American enclave dialects,Superlative marker most occurring before head noun,C
Gullah,Superlative marker most occurring before head noun,C
Chicano English,Superlative marker most occurring before head noun,?
Bahamian English,Superlative marker most occurring before head noun,D
Bahamian Creole,Superlative marker most occurring before head noun,D
Barbadian Creole (Bajan),Superlative marker most occurring before head noun,C
Jamaican English,Superlative marker most occurring before head noun,D
Jamaican Creole,Superlative marker most occurring before head noun,C
San Andrés Creole,Superlative marker most occurring before head noun,D
Belizean Creole,Superlative marker most occurring before head noun,D
Guyanese Creole (Creolese),Superlative marker most occurring before head noun,A
Eastern Maroon Creole,Superlative marker most occurring before head noun,X
Saramaccan,Superlative marker most occurring before head noun,X
Sranan,Superlative marker most occurring before head noun,D
Trinidadian Creole,Superlative marker most occurring before head noun,C
Vincentian Creole,Superlative marker most occurring before head noun,D
Krio (Sierra Leone Creole),Superlative marker most occurring before head noun,B
Liberian Settler English,Superlative marker most occurring before head noun,D
Vernacular Liberian English,Superlative marker most occurring before head noun,D
Ghanaian English,Superlative marker most occurring before head noun,D
Ghanaian Pidgin,Superlative marker most occurring before head noun,X
Nigerian English,Superlative marker most occurring before head noun,D
Nigerian Pidgin,Superlative marker most occurring before head noun,D
Cameroon English,Superlative marker most occurring before head noun,C
Cameroon Pidgin,Superlative marker most occurring before head noun,D
Tanzanian English,Superlative marker most occurring before head noun,X
Kenyan English,Superlative marker most occurring before head noun,?
Ugandan English,Superlative marker most occurring before head noun,C
White Zimbabwean English,Superlative marker most occurring before head noun,D
Black South African English,Superlative marker most occurring before head noun,B
Indian South African English,Superlative marker most occurring before head noun,D
White South African English,Superlative marker most occurring before head noun,D
Indian English,Superlative marker most occurring before head noun,D
Pakistani English,Superlative marker most occurring before head noun,D
Butler English,Superlative marker most occurring before head noun,?
Sri Lankan English,Superlative marker most occurring before head noun,D
Hong Kong English,Superlative marker most occurring before head noun,C
Colloquial Singapore English (Singlish),Superlative marker most occurring before head noun,D
Malaysian English,Superlative marker most occurring before head noun,C
Australian English,Superlative marker most occurring before head noun,D
Australian Vernacular English,Superlative marker most occurring before head noun,X
Aboriginal English,Superlative marker most occurring before head noun,D
Roper River Creole (Kriol),Superlative marker most occurring before head noun,D
Torres Strait Creole,Superlative marker most occurring before head noun,D
New Zealand English,Superlative marker most occurring before head noun,D
Norfolk Island/ Pitcairn English,Superlative marker most occurring before head noun,D
Palmerston English,Superlative marker most occurring before head noun,?
Acrolectal Fiji English,Superlative marker most occurring before head noun,D
Pure Fiji English (basilectal FijiE),Superlative marker most occurring before head noun,D
Bislama,Superlative marker most occurring before head noun,X
Tok Pisin,Superlative marker most occurring before head noun,X
Hawaiʼi Creole,Superlative marker most occurring before head noun,D
Falkland Islands English,Superlative marker most occurring before head noun,D
St. Helena English,Superlative marker most occurring before head noun,D
Tristan da Cunha English,Superlative marker most occurring before head noun,D
Philippine English,Superlative marker most occurring before head noun,D
Cape Flats English,Superlative marker most occurring before head noun,D
Orkney and Shetland English,Either order of objects in double object constructions (if both objects are pronominal),C
Scottish English,Either order of objects in double object constructions (if both objects are pronominal),D
Irish English,Either order of objects in double object constructions (if both objects are pronominal),B
Manx English,Either order of objects in double object constructions (if both objects are pronominal),B
Welsh English,Either order of objects in double object constructions (if both objects are pronominal),B
English dialects in the North of England,Either order of objects in double object constructions (if both objects are pronominal),B
English dialects in the Southwest of England,Either order of objects in double object constructions (if both objects are pronominal),A
East Anglian English,Either order of objects in double object constructions (if both objects are pronominal),C
English dialects in the Southeast of England,Either order of objects in double object constructions (if both objects are pronominal),C
Channel Islands English,Either order of objects in double object constructions (if both objects are pronominal),D
British Creole,Either order of objects in double object constructions (if both objects are pronominal),D
Maltese English,Either order of objects in double object constructions (if both objects are pronominal),D
Newfoundland English,Either order of objects in double object constructions (if both objects are pronominal),?
Colloquial American English,Either order of objects in double object constructions (if both objects are pronominal),?
Urban African American Vernacular English,Either order of objects in double object constructions (if both objects are pronominal),D
Rural African American Vernacular English,Either order of objects in double object constructions (if both objects are pronominal),D
Earlier African American Vernacular English,Either order of objects in double object constructions (if both objects are pronominal),D
Ozark English,Either order of objects in double object constructions (if both objects are pronominal),?
Appalachian English,Either order of objects in double object constructions (if both objects are pronominal),C
Southeast American enclave dialects,Either order of objects in double object constructions (if both objects are pronominal),D
Gullah,Either order of objects in double object constructions (if both objects are pronominal),D
Chicano English,Either order of objects in double object constructions (if both objects are pronominal),?
Bahamian English,Either order of objects in double object constructions (if both objects are pronominal),?
Bahamian Creole,Either order of objects in double object constructions (if both objects are pronominal),D
Barbadian Creole (Bajan),Either order of objects in double object constructions (if both objects are pronominal),D
Jamaican English,Either order of objects in double object constructions (if both objects are pronominal),D
Jamaican Creole,Either order of objects in double object constructions (if both objects are pronominal),D
San Andrés Creole,Either order of objects in double object constructions (if both objects are pronominal),D
Belizean Creole,Either order of objects in double object constructions (if both objects are pronominal),D
Guyanese Creole (Creolese),Either order of objects in double object constructions (if both objects are pronominal),D
Eastern Maroon Creole,Either order of objects in double object constructions (if both objects are pronominal),X
Saramaccan,Either order of objects in double object constructions (if both objects are pronominal),D
Sranan,Either order of objects in double object constructions (if both objects are pronominal),D
Trinidadian Creole,Either order of objects in double object constructions (if both objects are pronominal),C
Vincentian Creole,Either order of objects in double object constructions (if both objects are pronominal),D
Krio (Sierra Leone Creole),Either order of objects in double object constructions (if both objects are pronominal),D
Liberian Settler English,Either order of objects in double object constructions (if both objects are pronominal),D
Vernacular Liberian English,Either order of objects in double object constructions (if both objects are pronominal),D
Ghanaian English,Either order of objects in double object constructions (if both objects are pronominal),D
Ghanaian Pidgin,Either order of objects in double object constructions (if both objects are pronominal),D
Nigerian English,Either order of objects in double object constructions (if both objects are pronominal),D
Nigerian Pidgin,Either order of objects in double object constructions (if both objects are pronominal),D
Cameroon English,Either order of objects in double object constructions (if both objects are pronominal),D
Cameroon Pidgin,Either order of objects in double object constructions (if both objects are pronominal),X
Tanzanian English,Either order of objects in double object constructions (if both objects are pronominal),X
Kenyan English,Either order of objects in double object constructions (if both objects are pronominal),?
Ugandan English,Either order of objects in double object constructions (if both objects are pronominal),D
White Zimbabwean English,Either order of objects in double object constructions (if both objects are pronominal),D
Black South African English,Either order of objects in double object constructions (if both objects are pronominal),D
Indian South African English,Either order of objects in double object constructions (if both objects are pronominal),D
White South African English,Either order of objects in double object constructions (if both objects are pronominal),D
Indian English,Either order of objects in double object constructions (if both objects are pronominal),C
Pakistani English,Either order of objects in double object constructions (if both objects are pronominal),D
Butler English,Either order of objects in double object constructions (if both objects are pronominal),C
Sri Lankan English,Either order of objects in double object constructions (if both objects are pronominal),D
Hong Kong English,Either order of objects in double object constructions (if both objects are pronominal),D
Colloquial Singapore English (Singlish),Either order of objects in double object constructions (if both objects are pronominal),D
Malaysian English,Either order of objects in double object constructions (if both objects are pronominal),D
Australian English,Either order of objects in double object constructions (if both objects are pronominal),X
Australian Vernacular English,Either order of objects in double object constructions (if both objects are pronominal),C
Aboriginal English,Either order of objects in double object constructions (if both objects are pronominal),D
Roper River Creole (Kriol),Either order of objects in double object constructions (if both objects are pronominal),D
Torres Strait Creole,Either order of objects in double object constructions (if both objects are pronominal),D
New Zealand English,Either order of objects in double object constructions (if both objects are pronominal),D
Norfolk Island/ Pitcairn English,Either order of objects in double object constructions (if both objects are pronominal),?
Palmerston English,Either order of objects in double object constructions (if both objects are pronominal),C
Acrolectal Fiji English,Either order of objects in double object constructions (if both objects are pronominal),?
Pure Fiji English (basilectal FijiE),Either order of objects in double object constructions (if both objects are pronominal),?
Bislama,Either order of objects in double object constructions (if both objects are pronominal),B
Tok Pisin,Either order of objects in double object constructions (if both objects are pronominal),X
Hawaiʼi Creole,Either order of objects in double object constructions (if both objects are pronominal),X
Falkland Islands English,Either order of objects in double object constructions (if both objects are pronominal),D
St. Helena English,Either order of objects in double object constructions (if both objects are pronominal),B
Tristan da Cunha English,Either order of objects in double object constructions (if both objects are pronominal),D
Philippine English,Either order of objects in double object constructions (if both objects are pronominal),C
Cape Flats English,Either order of objects in double object constructions (if both objects are pronominal),D
Orkney and Shetland English,Presence of subject in imperatives,B
Scottish English,Presence of subject in imperatives,C
Irish English,Presence of subject in imperatives,B
Manx English,Presence of subject in imperatives,A
Welsh English,Presence of subject in imperatives,C
English dialects in the North of England,Presence of subject in imperatives,D
English dialects in the Southwest of England,Presence of subject in imperatives,?
East Anglian English,Presence of subject in imperatives,A
English dialects in the Southeast of England,Presence of subject in imperatives,D
Channel Islands English,Presence of subject in imperatives,D
British Creole,Presence of subject in imperatives,D
Maltese English,Presence of subject in imperatives,C
Newfoundland English,Presence of subject in imperatives,D
Colloquial American English,Presence of subject in imperatives,D
Urban African American Vernacular English,Presence of subject in imperatives,D
Rural African American Vernacular English,Presence of subject in imperatives,D
Earlier African American Vernacular English,Presence of subject in imperatives,D
Ozark English,Presence of subject in imperatives,D
Appalachian English,Presence of subject in imperatives,?
Southeast American enclave dialects,Presence of subject in imperatives,D
Gullah,Presence of subject in imperatives,B
Chicano English,Presence of subject in imperatives,?
Bahamian English,Presence of subject in imperatives,D
Bahamian Creole,Presence of subject in imperatives,D
Barbadian Creole (Bajan),Presence of subject in imperatives,D
Jamaican English,Presence of subject in imperatives,?
Jamaican Creole,Presence of subject in imperatives,D
San Andrés Creole,Presence of subject in imperatives,B
Belizean Creole,Presence of subject in imperatives,D
Guyanese Creole (Creolese),Presence of subject in imperatives,B
Eastern Maroon Creole,Presence of subject in imperatives,X
Saramaccan,Presence of subject in imperatives,A
Sranan,Presence of subject in imperatives,B
Trinidadian Creole,Presence of subject in imperatives,D
Vincentian Creole,Presence of subject in imperatives,D
Krio (Sierra Leone Creole),Presence of subject in imperatives,D
Liberian Settler English,Presence of subject in imperatives,B
Vernacular Liberian English,Presence of subject in imperatives,B
Ghanaian English,Presence of subject in imperatives,D
Ghanaian Pidgin,Presence of subject in imperatives,A
Nigerian English,Presence of subject in imperatives,D
Nigerian Pidgin,Presence of subject in imperatives,B
Cameroon English,Presence of subject in imperatives,C
Cameroon Pidgin,Presence of subject in imperatives,B
Tanzanian English,Presence of subject in imperatives,C
Kenyan English,Presence of subject in imperatives,?
Ugandan English,Presence of subject in imperatives,C
White Zimbabwean English,Presence of subject in imperatives,D
Black South African English,Presence of subject in imperatives,D
Indian South African English,Presence of subject in imperatives,D
White South African English,Presence of subject in imperatives,D
Indian English,Presence of subject in imperatives,D
Pakistani English,Presence of subject in imperatives,D
Butler English,Presence of subject in imperatives,A
Sri Lankan English,Presence of subject in imperatives,D
Hong Kong English,Presence of subject in imperatives,D
Colloquial Singapore English (Singlish),Presence of subject in imperatives,A
Malaysian English,Presence of subject in imperatives,D
Australian English,Presence of subject in imperatives,D
Australian Vernacular English,Presence of subject in imperatives,?
Aboriginal English,Presence of subject in imperatives,D
Roper River Creole (Kriol),Presence of subject in imperatives,D
Torres Strait Creole,Presence of subject in imperatives,B
New Zealand English,Presence of subject in imperatives,D
Norfolk Island/ Pitcairn English,Presence of subject in imperatives,B
Palmerston English,Presence of subject in imperatives,B
Acrolectal Fiji English,Presence of subject in imperatives,D
Pure Fiji English (basilectal FijiE),Presence of subject in imperatives,A
Bislama,Presence of subject in imperatives,B
Tok Pisin,Presence of subject in imperatives,A
Hawaiʼi Creole,Presence of subject in imperatives,B
Falkland Islands English,Presence of subject in imperatives,D
St. Helena English,Presence of subject in imperatives,C
Tristan da Cunha English,Presence of subject in imperatives,C
Philippine English,Presence of subject in imperatives,C
Cape Flats English,Presence of subject in imperatives,D
Orkney and Shetland English,Like as a focussing device,?
Scottish English,Like as a focussing device,A
Irish English,Like as a focussing device,A
Manx English,Like as a focussing device,C
Welsh English,Like as a focussing device,A
English dialects in the North of England,Like as a focussing device,B
English dialects in the Southwest of England,Like as a focussing device,A
East Anglian English,Like as a focussing device,B
English dialects in the Southeast of England,Like as a focussing device,B
Channel Islands English,Like as a focussing device,B
British Creole,Like as a focussing device,D
Maltese English,Like as a focussing device,B
Newfoundland English,Like as a focussing device,A
Colloquial American English,Like as a focussing device,A
Urban African American Vernacular English,Like as a focussing device,C
Rural African American Vernacular English,Like as a focussing device,C
Earlier African American Vernacular English,Like as a focussing device,C
Ozark English,Like as a focussing device,D
Appalachian English,Like as a focussing device,D
Southeast American enclave dialects,Like as a focussing device,C
Gullah,Like as a focussing device,D
Chicano English,Like as a focussing device,B
Bahamian English,Like as a focussing device,C
Bahamian Creole,Like as a focussing device,D
Barbadian Creole (Bajan),Like as a focussing device,D
Jamaican English,Like as a focussing device,?
Jamaican Creole,Like as a focussing device,C
San Andrés Creole,Like as a focussing device,D
Belizean Creole,Like as a focussing device,B
Guyanese Creole (Creolese),Like as a focussing device,A
Eastern Maroon Creole,Like as a focussing device,X
Saramaccan,Like as a focussing device,D
Sranan,Like as a focussing device,D
Trinidadian Creole,Like as a focussing device,B
Vincentian Creole,Like as a focussing device,B
Krio (Sierra Leone Creole),Like as a focussing device,D
Liberian Settler English,Like as a focussing device,D
Vernacular Liberian English,Like as a focussing device,D
Ghanaian English,Like as a focussing device,D
Ghanaian Pidgin,Like as a focussing device,D
Nigerian English,Like as a focussing device,D
Nigerian Pidgin,Like as a focussing device,D
Cameroon English,Like as a focussing device,D
Cameroon Pidgin,Like as a focussing device,D
Tanzanian English,Like as a focussing device,X
Kenyan English,Like as a focussing device,D
Ugandan English,Like as a focussing device,D
White Zimbabwean English,Like as a focussing device,B
Black South African English,Like as a focussing device,B
Indian South African English,Like as a focussing device,B
White South African English,Like as a focussing device,C
Indian English,Like as a focussing device,B
Pakistani English,Like as a focussing device,D
Butler English,Like as a focussing device,C
Sri Lankan English,Like as a focussing device,C
Hong Kong English,Like as a focussing device,A
Colloquial Singapore English (Singlish),Like as a focussing device,B
Malaysian English,Like as a focussing device,D
Australian English,Like as a focussing device,A
Australian Vernacular English,Like as a focussing device,B
Aboriginal English,Like as a focussing device,C
Roper River Creole (Kriol),Like as a focussing device,D
Torres Strait Creole,Like as a focussing device,D
New Zealand English,Like as a focussing device,A
Norfolk Island/ Pitcairn English,Like as a focussing device,D
Palmerston English,Like as a focussing device,B
Acrolectal Fiji English,Like as a focussing device,?
Pure Fiji English (basilectal FijiE),Like as a focussing device,B
Bislama,Like as a focussing device,B
Tok Pisin,Like as a focussing device,X
Hawaiʼi Creole,Like as a focussing device,D
Falkland Islands English,Like as a focussing device,B
St. Helena English,Like as a focussing device,B
Tristan da Cunha English,Like as a focussing device,C
Philippine English,Like as a focussing device,A
Cape Flats English,Like as a focussing device,C
Orkney and Shetland English,Like as a quotative particle,?
Scottish English,Like as a quotative particle,A
Irish English,Like as a quotative particle,A
Manx English,Like as a quotative particle,D
Welsh English,Like as a quotative particle,A
English dialects in the North of England,Like as a quotative particle,B
English dialects in the Southwest of England,Like as a quotative particle,D
East Anglian English,Like as a quotative particle,B
English dialects in the Southeast of England,Like as a quotative particle,B
Channel Islands English,Like as a quotative particle,B
British Creole,Like as a quotative particle,?
Maltese English,Like as a quotative particle,B
Newfoundland English,Like as a quotative particle,A
Colloquial American English,Like as a quotative particle,A
Urban African American Vernacular English,Like as a quotative particle,B
Rural African American Vernacular English,Like as a quotative particle,B
Earlier African American Vernacular English,Like as a quotative particle,D
Ozark English,Like as a quotative particle,D
Appalachian English,Like as a quotative particle,D
Southeast American enclave dialects,Like as a quotative particle,B
Gullah,Like as a quotative particle,D
Chicano English,Like as a quotative particle,B
Bahamian English,Like as a quotative particle,B
Bahamian Creole,Like as a quotative particle,D
Barbadian Creole (Bajan),Like as a quotative particle,D
Jamaican English,Like as a quotative particle,B
Jamaican Creole,Like as a quotative particle,C
San Andrés Creole,Like as a quotative particle,D
Belizean Creole,Like as a quotative particle,C
Guyanese Creole (Creolese),Like as a quotative particle,D
Eastern Maroon Creole,Like as a quotative particle,X
Saramaccan,Like as a quotative particle,D
Sranan,Like as a quotative particle,D
Trinidadian Creole,Like as a quotative particle,B
Vincentian Creole,Like as a quotative particle,B
Krio (Sierra Leone Creole),Like as a quotative particle,D
Liberian Settler English,Like as a quotative particle,D
Vernacular Liberian English,Like as a quotative particle,C
Ghanaian English,Like as a quotative particle,C
Ghanaian Pidgin,Like as a quotative particle,D
Nigerian English,Like as a quotative particle,C
Nigerian Pidgin,Like as a quotative particle,D
Cameroon English,Like as a quotative particle,C
Cameroon Pidgin,Like as a quotative particle,D
Tanzanian English,Like as a quotative particle,C
Kenyan English,Like as a quotative particle,B
Ugandan English,Like as a quotative particle,B
White Zimbabwean English,Like as a quotative particle,B
Black South African English,Like as a quotative particle,C
Indian South African English,Like as a quotative particle,D
White South African English,Like as a quotative particle,C
Indian English,Like as a quotative particle,B
Pakistani English,Like as a quotative particle,C
Butler English,Like as a quotative particle,X
Sri Lankan English,Like as a quotative particle,C
Hong Kong English,Like as a quotative particle,D
Colloquial Singapore English (Singlish),Like as a quotative particle,B
Malaysian English,Like as a quotative particle,B
Australian English,Like as a quotative particle,C
Australian Vernacular English,Like as a quotative particle,B
Aboriginal English,Like as a quotative particle,B
Roper River Creole (Kriol),Like as a quotative particle,D
Torres Strait Creole,Like as a quotative particle,D
New Zealand English,Like as a quotative particle,A
Norfolk Island/ Pitcairn English,Like as a quotative particle,D
Palmerston English,Like as a quotative particle,D
Acrolectal Fiji English,Like as a quotative particle,?
Pure Fiji English (basilectal FijiE),Like as a quotative particle,A
Bislama,Like as a quotative particle,B
Tok Pisin,Like as a quotative particle,X
Hawaiʼi Creole,Like as a quotative particle,D
Falkland Islands English,Like as a quotative particle,C
St. Helena English,Like as a quotative particle,C
Tristan da Cunha English,Like as a quotative particle,C
Philippine English,Like as a quotative particle,A
Cape Flats English,Like as a quotative particle,B
Croker Island English,She/her used for inanimate referents,D
Croker Island English,He/him used for inanimate referents,B
Croker Island English,Alternative forms/phrases for referential (non-dummy) it,B
Croker Island English,Alternative forms/phrases for dummy it,D
Croker Island English,Generalized third person singular pronoun: subject pronouns,D
Croker Island English,Generalized third person singular pronoun: object pronouns,B
Croker Island English,Me instead of I in coordinate subjects,A
Croker Island English,Myself/meself instead of I in coordinate subjects,C
Croker Island English,Benefactive “personal dative” construction,D
Croker Island English,No gender distinction in third person singular,B
Croker Island English,Regularized reflexives paradigm,D
Croker Island English,Object pronoun forms serving as base for first and/or second person reflexives,D
Croker Island English,Subject pronoun forms serving as base for reflexives,D
Croker Island English,No number distinction in reflexives,C
Croker Island English,Absolute use of reflexives,D
Croker Island English,Emphatic reflexives with own,D
Croker Island English,Creation of possessive pronouns with prefix fi- +personal pronoun,D
Croker Island English,Subject pronoun forms as (modifying) possessive pronouns: first person singular,D
Croker Island English,Subject pronoun forms as (modifying) possessive pronouns: first person plural,C
Croker Island English,Subject pronoun forms as (modifying) possessive pronouns: third person singular,D
Croker Island English,Subject pronoun forms as (modifying) possessive pronouns: third person plural,C
Croker Island English,You as (modifying) possessive pronoun,D
Croker Island English,Second person pronoun forms other than you as (modifying) possessive pronoun,D
Croker Island English,Object pronoun forms as (modifying) possessive pronouns: third person singular,D
Croker Island English,Object pronoun forms as (modifying) possessive pronouns: third person plural,C
Croker Island English,Object pronoun forms as (modifying) possessive pronouns: first person singular,D
Croker Island English,Object pronoun forms as (modifying) possessive pronouns: first person plural,D
Croker Island English,Use of us + NP in subject function,B
Croker Island English,Use of us in object function with singular referent,D
Croker Island English,Non-coordinated subject pronoun forms in object function,D
Croker Island English,Non-coordinated object pronoun forms in subject function,B
Croker Island English,Distinction between emphatic vs. non-emphatic forms of pronouns,B
Croker Island English,Independent possessive pronoun forms with added nasal,D
Croker Island English,Forms or phrases for the second person plural pronoun other than you,B
Croker Island English,Forms or phrases for the second person singular pronoun other than you,D
Croker Island English,Distinct forms for inclusive/exclusive first person non-singular,B
Croker Island English,More number distinctions in personal pronouns than simply singular vs. plural,D
Croker Island English,Specialized plural markers for pronouns,D
Croker Island English,Plural forms of interrogative pronouns: using additional elements,D
Croker Island English,Plural forms of interrogative pronouns: reduplication,D
Croker Island English,Singular it for plural they in anaphoric use,D
Croker Island English,Object pronoun drop,B
Croker Island English,Subject pronoun drop: referential pronouns,B
Croker Island English,Subject pronoun drop: dummy pronouns,D
Croker Island English,Insertion of it where StE favours zero,D
Croker Island English,Deletion of it in referential it is-constructions,B
Croker Island English,Deletion of it in non-referential it is-constructions,C
Croker Island English,Regularization of plural formation: extension of -s to StE irregular plurals,?
Croker Island English,Regularization of plural formation: phonological regularization,?
Croker Island English,Plural marking via preposed elements,D
Croker Island English,Plural marking via postposed elements,D
Croker Island English,Associative plural marked by postposed and them/them all/dem,D
Croker Island English,Associative plural marked by other elements,B
Croker Island English,Group plurals,?
Croker Island English,Different count/mass noun distinctions resulting in use of plural for StE singular,B
Croker Island English,Absence of plural marking only after quantifiers,D
Croker Island English,Plural marking generally optional : for nouns with human referents,C
Croker Island English,Plural marking generally optional: for nouns with non-human referents,B
Croker Island English,Double determiners,D
Croker Island English,Use of definite article where StE has indefinite article,D
