,question,subject,choices,answer
6629,"""If a researcher used a short talk to help someone, him wanting to change to increase a person's desire in the hopes that increased desire would lead to less drinking, desire can be a _______.""",professional_psychology,"['Moderator', 'Mediator', 'Covariate', 'Construct validity threat']",1
6630,"A couple do bring their son ten-year-old to help because of his school helper worrying because the boy do start arguing with his teacher and do get into physical fights with his classmates. After several meetings with the boy and his family, you receives a letter from the school head asking for information about the boy's condition, and a signed paper from the boy's parents is included with the letter. As a fair psychologist, you should:",marketing,"[['perpetual inventory', 'economic order quantity', 'book inventory', 'physical inventory']]",0
6631,Attribution ideas give a plan for the types important of information’s used to judge behavior. One idea describes how people find reasons for people’s personal traits from acting. This one is _______.,professional_psychology,"['Correspondent inference theory', 'Covariation model of attribution', 'Achievement attribution', 'Attribution of harm']",0
6632,"""The sleep-wake cycle cans be regulated by the""",professional_psychology,"['reticular formation', 'cerebellum', 'thalamus', 'parietal lobe']",0
6633,"""According Albert Ellis, our feelings and actions to an event are due to our thoughts about the event rather than to the event itself. In other words, our thoughts act as a:""",professional_psychology,"['moderator variable.', 'mediator variable.', 'latent variable.', 'suppressor variable.']",1
6634,another person behavior are referred to as the .,professional_psychology,"['self-serving bias', 'actor-observer effect', 'fundamental attribution bias', 'self-perception bias']",2
6635,"""During his first therapy session, a client did tell Dr. Goodwill he was wanting to pay for therapy in cash and didn't want Dr. Goodwill to keep a record of the therapy sessions or payment. If Dr. Goodwill did agree to this arrangement it did act:""",professional_psychology,"[""ethically as long as she ascertains that the client's reasons for making this request are valid."", 'ethically since it is up to Dr. Goodwill to decide what to include in her therapy records.', ""ethically and legally as long as she includes the client's payments as income on her income tax forms."", 'unethically and possibly illegally.']",3
6636,"""A company boss is worried about the workers low motivation and happiness, plus did start a pay and extra money program for all workers. Six months later, the boss did find that her efforts have not increased the workers job motivation or happiness.""",professional_psychology,"['ERG theory', 'expectancy theory', 'equity theory', 'two-factor theory']",3
6637,"""Did realize Dr. Leonard Lykowskied after three meetings with a patient that he’s feeling a bit angry toward the patient because she reminds him of his wife he’s now separating from.""",marketing,"[['Descriptive', 'Exploratory', 'Ethnographic', 'Causal']]",3
6638,"""Hypnosis can be best described as a response to suggestion, involving:""",professional_psychology,"['a measurable physiological change.', 'an alteration in memory, mood, and perception.', 'increased compliance to situational demands.', 'a state of “artificial sleep.”']",1
6639,"""Tests comparing test-taker work against the work of a certain group of people are simple.""",marketing,"[['Corporations have responsibilities going beyond the production of their offerings at a profit.', 'Corporations have a broader constituency of stakeholders than shareholders alone.', 'The impacts of corporations limit to only simple marketplace transactions.', 'Corporations serve a wider range of human values, not captured solely by a focus on economic values.']]",2
6640,"""Ones which come after is making it easiest to see the difference between test-takers who do well and those who do badly?""",professional_psychology,"['0', '0.5', '0.9', '1.5']",1
6641,"""A person cans be most likely to be helped in an emergency situation when:""",professional_psychology,"['there is a single bystander.', 'there are several bystanders.', 'there are several bystanders of the same gender.', 'there are several bystanders of the opposite gender.']",0
6642,"Now fair laws and rules are saying that care report's must be kept for each patient, plus these ones should include",professional_psychology,"[""initial findings: consent of patient's cognitions, reveries, and fantasies; dares of service and billings patient's progress"", 'diagnoses; initial findings; treatment plan; dates of service and billing; progress in the treatment plan', ""diagnoses; initial findings; content of patient's cognitions, reveries, and fantasies; dates of service and billing; progress in the treatment plan"", ""initial findings; dates of service and billing; patient's progress""]",1
6643,"""Children can take their first steps around the age of _______.""",marketing,"[['Infomediaries.', 'Retailers.', 'Department stores.', 'Wholesalers.']]",0
6644,"""While helping a patient, you decide that you want to talk to a colleague to discuss a part that is giving you trouble, specific to the case.""",professional_psychology,"['you must always obtain permission from the client before talking to a consultant.', ""you must obtain permission from the client only if you will be revealing the client's identity to the consultant."", ""you don't have to obtain permission from the client as long as he/she has already signed a general waiver."", '""you do not have to obtain permission from the client under any circumstances since the consultant is “clearly connected"""" with the case.""']",1
6645,The _______ least developed in the vicinity of birth is the area of the brain.,professional_psychology,"['brain stem', 'cerebral cortex', 'limbic system', 'cerebellum']",1
6646,"""These ones dealing with a problem with own resources?""",professional_psychology,"['Problem-focused coping', 'Emotion-focused coping', 'Cognitive dissonance', 'Semantic differential']",1
6647,"""The mistake _______ was considered by some in Anderson ACT theory.""",professional_psychology,"['Only applicable to a motor system', 'Untestable and thus, of uncertain scientific value', 'Lacking in definition for its elements', 'Overly complex in explaining the operation of cognition']",1
6648,The rule 80% are being used to determine if:,professional_psychology,"['a selection procedure is having an adverse impact.', 'a selection procedure is cost effective.', 'a performance appraisal measure has adequate relevance.', 'a performance appraisal measure has adequate utility.']",0
6649,"""The 15-year-old's being in having sex without protection and saying no to the idea of getting pregnant and/or getting sick with diseases that you can catch when you regularly have sex is an example of which.""",professional_psychology,"['formal operational thought', 'adolescent egocentrism', 'early sociocentrism', 'identity foreclosure']",1
6650,"""When a group strong under firm leadership reaches a decision before fully checking available information or considering other solutions, the group can be showing the power of""",professional_psychology,"['group think', 'group polarization', 'social loafing', 'risky shift']",0
6651,"The act of exposing individuals to arguments, refuted strongly, may serve to...",professional_psychology,"['increase their attitudinal ambivalence', 'weaken their resistance to later persuasive appeals', 'render them indifferent to the attitude object', 'inoculate chem against later persuasive appeals']",3
6652,"""Individuals sad presenting for help regarding mind health care are being put groups into by chance to either think and act or short talk treatment plus both groups are being checked at the start and end in a study.""",professional_psychology,"['A mixed model analysis of variance (ANOVA) could be used to analyze the data', 'The design includes one between-subjects factor and one within-subjects factor', 'Each factor comprises two levels', 'All of the above']",3
6653,"""Mrs. Wang  being sad because her 14-year-old daughter saw the attack on her best friend three days ago and is sad. The girl hasn’t slept, won’t eat, and can’t stop crying. You have limited experience working with young people and in providing help in bad times. However, there is no one else in the community who knows more than you do. As a fair helper, you will:""",professional_psychology,"['agree to see Mrs. Wang’s daughter in therapy since you’ve had some experience providing crisis intervention experiences.', 'inform Mrs. Wang about your lack of experience and let her decide if she wants you to provide therapy to her daughter.', 'inform Mrs. Wang that you cannot see her daughter because of your lack of experience.', 'see Mrs. Wang’s daughter in therapy only until the crisis has ended or until you locate alternative services.']",3
6654,"""The link shows between two sets of test scores.""",professional_psychology,"['extent to which skill in one test results in skill in another', 'accuracy of the two sets of test scores', 'extent to which skill in both tests is the result of a third skill', 'proportion of variance in one test associated with variance in the other test']",3
6655,"""The leadered in group therapy, according to Irvin Yalom, is the same as the doctor-patient relationship in individual therapy.""",professional_psychology,"['universality', 'identification', 'cohesiveness', 'alliance']",2
6656,"""A 14-year old boy is caught for the third time for stealing from a store. His mother seems not to care and says ""he's going through a stage."" His father decides to casually go fishing on the day of the boy's' trial, and his sister says she can't attend his trial because she has too much homework. From the point of view of family help, this family is best described as:""",professional_psychology,"['disengaged.', 'closed.', '""emotionally """"cut-off.""""""', 'skewed.']",0
6657,"""Their magical thinking make a child amongst what age group think that his or her father died because the child own bad behavior?""",marketing,"[['Inseparability.', 'Variability.', 'Intangibility.', 'Perishability.']]",3
6658,"""The match amid a child temperament and the demands and responses of the environment in she develop _______ can be known as""",professional_psychology,"['Attachment', 'Goodness of fit', 'Bidirectionality', 'Developmental contextualism']",1
6659,"""Proof of age unfairness that be there is important for the doctor to know in order for the doctor to be dealing with the problem of age unfairness.""",marketing,"[['Encoding.', 'Decoding.', 'Transfer.', 'Feedback.']]",3
6660,"""When a sick patient is abruptly told of his/her condition, patient first response can be""",professional_psychology,"['“I hate everybody and everything!”', '“No. it’s not possible!”', ""“I give up: I'm powerless!”"", '“If you help me, God, I’ll reform my life!”']",1
6661,"About EEOC rules, a very different number of choices or moves up resulting in a bad situation for people _______ of a particular gender, race, or background is evidence of:",marketing,"[['Educational realm.', 'Escapist realm.', 'Aesthetic realm.', 'Entertainment realm.']]",1
6662,"""Students basic in a class about the mind are required to take part in one of the university's ongoing research projects.""",professional_psychology,"['ethical as long as students can choose to participate in an alternative activity instead.', 'ethical as long as students are free to choose the research project they participate in.', 'ethical as long as informed consents are obtained from students before they participate.', 'clearly unethical.']",0
6663,The child playing with a rattle is hidden under a blanket in front of the 4-month-old child playing with. She looks at her mother at. This child has not yet developed _______.,marketing,"[['Reduced perceived risk.', 'Service recovery.', 'Service processes.', 'Efficiency.']]",0
6664,"Dr. Oliver Olivetti has been seeing a client for several months, whom has recently changed jobs and the new client has learned that her insurance plan of the client does not begin covering pre-existing conditions for 12 months. The client asks Dr. Olivetti if he could write his bills so that it appears that she has just started seeing therapy. If Dr. Olivetti complies with the client's request, he is acting:",marketing,"[['Is a way to apply psychographic segmentation.', 'Refers to the process of family formation and dissolution.', 'Provides insights into the relationships among age, occupation, income, and housing.', 'Is composed of the 11 stages of personal growth from infancy to retirement.']]",1
6665,"""An examinee _______ a number of responses on the test can be generalized from a part of the picture to all of it. Such responses _______ which of the following?""",marketing,"[['Consultant.', 'Field agency.', 'Full-service agency.', 'Tabulation agency.']]",2
6666,"""A mother and her baby did is alone in a room. A person did new enters plus the mother did leave the room. When the mother did return to the room, the baby did begin to cry plus it did continue to do so even after being picked up by the mother. After a while it did calm plus it did return to playing, clearly happily, with the toys given. Which type of love link is most likely to be right for this baby?""",professional_psychology,"['Disorganized', 'Anxious resistant', 'Avoidant', 'Secure']",1
6667,A doctor is chosen by the Law to look a person at.,marketing,"[['Value-based pricing.', 'Cost-based pricing.', 'Customer-led pricing.', 'Sales pricing.']]",0
6668,"""Persons who have work accidents often""",professional_psychology,"['feel more dissatisfied with their work than accident-free workers', 'be less likely to have had job promotions than accident-free workers', 'have had more recent life stress than accident-free workers', 'be, on the average, less intelligent than accident-free workers']",2
6669,"""The more I shout at her, the more she can get bad.""",marketing,"[['Secondary research.', 'Primary research.', 'Soft research.', 'Experimental research.']]",1
6670,"""They different from play activities for adults, play activities for children _______""",professional_psychology,"['serve to relieve stress', 'are more structured', 'serve mostly for entertainment', 'aid in mastering the environment']",3
6671,"During the latter part of their first year, their language-learning children's ability can change in that they...",marketing,"[['Political.', 'Legal.', 'Product.', 'Socio-cultural.']]",2
6672,Agreement by the person taking part of the aims of mind research done within a test room are saying certain facts must be kept secret from the person.,professional_psychology,"[""maybe waived provided written consent is obtained from a member of the participant's immediate family"", 'is not necessary, bur some explanation of the research situation to the participant is essential', 'is necessary, and an explanation of significant aspects that might affect willingness to participate must be provided', 'is considered essential only if there is possible risk of physical or psychological harm']",2
6673,"""A student did finish the student designed and did a research project for her big paper and then did write a paper article describing the study and its results. The first idea for the study did come from the work of the student’s teacher's who also did provide the place for the student's research. The teacher wants to be listed as first writer on the paper when it is published. In this situation:""",professional_psychology,"['the student should be listed as the first author.', 'it is up to the student to determine authorship credit.', 'it is up to the advisor to determine authorship credit.', 'the student should file a complaint against the advisor with the Ethics Committee.']",0
6674,"""Her passing colour blindness unto her son's although she herself is showing normal colour sight. The problem is passing by this woman on is a part she""",marketing,"[['Basing the price on what the customer is willing to pay', 'Basing the price on the psychological expectations of the customer', 'Basing the price on the features and benefits of the product', 'Basing the price on the full cost of production plus the required profit']]",3
6675,"""In a family moved from another country, serious trouble between the mother and a teenage child _______ can be due to""",professional_psychology,"['adolescent strivings for independence', 'their differential rates of adjustment to the new environment', 'the enmeshment that is typical of families that have left their native land', 'the psychopathology resulting from the stresses of the immigration experience']",1
6676,The goal quality assurance main is best described as:,marketing,"[['Perception.', 'Personality.', 'Learning.', 'Memory.']]",1
6677,"The information, shared by family members and helps reduce differences and keep the family calm plus are referring to as _______ feedback.",professional_psychology,"['external', 'internal', 'negative', 'positive']",2
6678,"""Over course of many months, a series of test items are being given to people different aged, races, and social backgrounds, to find out which questions will be kept on the last form of a test.""",professional_psychology,"['consent validation', 'concurrent validation', 'predictive validation', 'standardization']",3
6679,"My job give me a deal of power, my workers are knowing that I expect that my orders will be followed.",professional_psychology,"['expert power', 'legitimate power', 'reward power', 'referent power']",1
6680,"""Most suicidal people who are can be dangerous to themselves.""",professional_psychology,"['during the first few days after starting antidepressant medication', 'just before beginning antidepressant medication', 'as they begin to recover from their depression', 'when the onset of the depression is rapid']",2
6681,"""You have been asked to help with a research project on things that affect groups in talk therapy. The person good in charge who is leading the study tells you to stop their leaving the group before the end because, if too many people quit, the study's help will be badly hurt. As a person good, you should:""",professional_psychology,"['refuse to assist with the research project.', 'immediately file a complaint against the psychologist with the psychology licensing board or ethics committee.', 'write a letter to the psychologist, indicating the relevant ethical standards and offering to discuss the matter with him.', '""follow the psychologist\'\'s instructions since, by """"discouraging"""" participants from leaving the group, you are not actually coercing them to participate.""']",2
6682,"""The main idea of the 'Zeigarnik effect' can be:""",professional_psychology,"['we tend to remember unfinished tasks better than finished ones.', 'we tend to remember ﬁnished tasks better than unfinished ones.', 'we tend to remember difﬁcult tasks better than easy ones.', 'we tend to remember easy tasks better than difﬁcult ones.']",0
6683,"""Which of these ones are developing 2 responses hardest to stop to?""",professional_psychology,"['Partial reinforcement', 'Large magnitude reinforcement', 'Mild punishment for each failure to respond', 'Reinforcement on every trial']",0
6684,"""A 20-month old did hold tightly at her mother and did want to look at a play place new. She did push her mother away and did not give her mother a hug when she did try. The baby’s face worried but she did look tightly away from her mother. The mother did turn tightly away from the baby as well. This child most likely has which type of attachment to her mother?""",professional_psychology,"['Secure', 'Insecure avoidant', 'Insecure resistant', 'Insecure disorganized']",2
6685,The purpose which a(n) _______ can be it getting full information about job needs in order to help decisions about pay.,professional_psychology,"['needs assessment', 'organizational analysis', 'job analysis', 'job evaluation']",3
6686,Which of these ones are least typical among Asians and Asian Americans?,professional_psychology,"['shame', 'self-control', 'egalitarianism', 'fatalism']",2
6687,"""Frankly, at the start of the group's talking, the doctor should explain the duty of the group member to keep secrets are.""",professional_psychology,"['less of an issue than it is in individual therapy', 'the legal responsibility of the therapist', 'protected by state/provincial laws', 'on the “honor system” only']",3
6688,"""Images and sounds can be kept within memory for:""",professional_psychology,"['an indefinite period of time.', 'minutes to days, depending on the depth of encoding.', 'about 60 to 90 seconds.', 'less than 5 seconds.']",3
6689,"""A trained therapist colleague did tell you he has just ended a personal relationship with one his patients. As he did describe the patient, you did realize she is someone you did send just to him being trained about 18 months ago. As a fair therapist, you shoulds:""",professional_psychology,"['file a complaint against the colleague immediately with the Ethics Committee.', 'file a complaint against the colleague with the Ethics Committee after informing him that you intend to do so.', 'discuss the matter further with the colleague to see what course of action he plans to take.', 'contact the client and discuss the matter with her.']",2
6690,"""On the test, a talking IQ much higher than the doing IQ are most likely to show which of the next?""",professional_psychology,"['a learning disability', 'low socioeconomic status', 'delinquency', 'depression']",3
6691,Which of these ones is true of strong company cultures?,professional_psychology,"['It can facilitate cultural and other types of change', 'It is correlated with low levels of job commitment', 'It is correlated with high levels of job performance', 'It is correlated with high levels of voluntary job turnover']",2
6692,""" people are being born with some abilities, language  is largely the result of:""",professional_psychology,"['innate factors.', 'operant conditioning.', 'parental modeling.', 'cognitive development.']",0
6693,"""Speech problem be a talk disorder marked by troubles in controlling the speed, beat, sound, and noise of speech in.""",professional_psychology,"['Dysarthria', 'Paraphasia', 'Dysprosody', 'Adynamia']",2
6694,"""Without any loss of ability to speak or hear words, the inability is to understand.""",professional_psychology,"['sensory aphasia', 'motor aphasia', 'sensory ataxia', 'avocalia']",0
6695,"""Actively saying no to the main culture and holding the smaller group's culture to a person growing is most likely in what part of growing as a person with their own group's identity by Atkinson, Morten, and Sue?""",professional_psychology,"['Conformity', 'Dissonance', 'Resistance and immersion', 'Introspection']",2
6696,"""Help electrical to the brain for the care of long-lasting pain""",professional_psychology,"['may produce its effects by promoting the release of endogenous opiates-dorphins)', 'may produce its effects by promoting the release of the neurotransmitter norepinephrine', 'is generally effective, but medically ill-advised because such stimulation has aversive properties', 'is of no practical significance, since stimulation-produced analgesia has been demonstrated only in rats']",3
6697,"""Which of these ones is the strongest evidence of a patient addiction to a drug?""",professional_psychology,"['Physiological tolerance and withdrawal', 'A positive urine test for the substance', 'Serious occupational impairment', 'Denial of any involvement with the substance']",0
6698,"""Tourette’s problem have been linked regularly to problems of which of the following structures of the brain?""",professional_psychology,"['dentate gyrus', 'pons', 'basal ganglia', 'mammillary bodies']",2
6699,Short-term memory that is involved in the recall of information learned in a few hours to days.,professional_psychology,"['Working', 'Sensory', 'Long-term', 'Prospective']",2
6700,"""He is finding the people ready to give electric shocks, they are more ready to give electric shocks to another person when they couldn't see the person and the person couldn't see them is predicted by Zimbardo’s idea of:""",medical_genetics,"[['autosomal dominant.', 'autosomal recessive.', 'X-linked dominant.', 'X-linked recessive.']]",3
6701,"Dr. Harry Holliday, a doctor, is planning to take a three-week trip.  About his medical work, Dr. Holliday’s best course of action would be to:",medical_genetics,"[['are present in the genome of many animal species', 'are found in prokaryotes but not in eukaryotes', 'were identified as the integration sites for bacterial viruses', 'represent integration sites for transposable elements']]",0
6702,"""At this point, which of the following is your best action to take about these ones who have told you that they don't want to join the study?""",medical_genetics,"[['46,XX,der(14;21)(q10;q10)pat+21', '47,XY,+13', '45,XX,rob,(14;21)(q10;q10)', '46,XY,t(2;3)(q21;q12)']]",0
6703,"""A student taking part in a research study involving matched pairs decides to leave the study. The main researcher (who is a trained psychologist) tells the student how much the student’s information means to the study, but he says that his information must be taken out. The researcher should:""",professional_psychology,"['warn the student that withdrawal from the study will affect his course grade.', 'remind the student that he signed an informed consent and cannot now request that his data be withdrawn.', 'tell the student that his name will be removed from all data and include his data in the study.', 'allow the student to withdraw from the study.']",3
6704,A boss try to increase power by being kind towards the needs his workers plus by acting as a good example. This boss is count on the sources of power identified by French and a black bird.,professional_psychology,"['referent', 'legitimate', 'expert', 'charismatic']",0
6705,"""Which of these's is the most common brain problem AIDS?""",professional_psychology,"['Impaired attention and speed of information processing', 'Impaired cognitive flexibility', 'Dementia', 'Impaired visuospatial constructions']",2
6706,At the end of a program management can expect to find chat.,medical_genetics,"[['developmental epigenetics', 'social epigenetics', 'fetal epigenetics', 'maternal epigenetics']]",1
6707,A research study is finding that starting a law raising the age lowest for buying drink from 18 to 21 increases young drinking among college students.,professional_psychology,"['the inoculation model.', 'cognitive dissonance theory.', 'psychological reactance theory.', 'the deindividuation model.']",2
6708,"A covered story, that it is causing research participants to think quickly up the purpose the study they are participating in's is something other than what it really is would be helpful for controlling which of the following?",professional_psychology,"['Hawthorne effect', 'Rosenthal effect', 'demand characteristics', 'differential attrition']",2
6709,"""The “needs” similar to _______ from operant conditioning theory considered of both Murray and Maslow.""",professional_psychology,"['“Oughts”', 'Latent conditioners', 'Reinforcers', 'Latent punishers']",2
6710,"""Doctor can let boss know that the employee is receiving help.""",professional_psychology,"['under no circumstance.', 'only if the employee was referred to the program by the supervisor.', 'only if the supervisor has signed a waiver.', 'as long as no other information about the treatment is given to the supervisor.']",1
6711,"""Group A can be made of people whose interests are similar to the interests of engineers, plus Group B can be made of people whose interests are different to those of engineers.""",medical_genetics,"[['epistasis', 'incomplete dominance', 'codominance', 'inbreeding depression']]",1
6712,"You have been seeing Leticia Lopez in therapy several months plus Leticia is being 24 years old and lives with her widowed mother's, who is paying for Leticia’s therapy. One day, Leticia's mother calls and says she is very concerned about Leticia and wants to know what she can do to help Leticia feel better about herself. Mrs. Lopez asks that you not tell Leticia that she has called. Your best course of action in this situation would be to:",professional_psychology,"['Give Mrs. Lopez the specific advice she has requested.', 'Tell Mrs. Lopez to ask Leticia what she (Mrs. Lopez) can do to help her.', 'Tell Mrs. Lopez that it would be best if you discussed this matter with Leticia.', 'suggest that Mrs. Lopez accompany Leticia to her next therapy session.']",2
6713,"You has been helping a teenage male you think may have some brain problems. You tell his parents about your worries and suggest they send him to a brain doctor for a check. Later, the brain doctor calls you and asks for your progress notes. You shoulds _______.",professional_psychology,"['Tell the neurologist the parents need to request the records', 'Send the records as requested', 'Inform the neurologist that you would need a release of information signed by your client’s parents', 'Ask your client whether he wishes to have the records released to the neurologist']",2
6714,"""Studies are showing the effect of the presence of others' on individual performance can be to""",professional_psychology,"['facilitate the performance of novel and difficult tasks', 'facilitate the performance of easy tasks', 'hinder the performance of all tasks', 'hinder the performance of easy tasks']",1
6715,"The employee is expecting the behavior of his boss to have regularity than is needed. Plus, the employee’s hope is best explained by which of the following?",professional_psychology,"['overjustification hypothesis', 'self-serving bias', 'fundamental attribution bias', 'self-verification theory']",2
6716,"""An exam used mainly its watching method's to closely look at and understand the physical and mental things which affect how people act within a given place or situation is a:""",professional_psychology,"['Functional behavioral assessment', 'Work sample', 'Norm-referenced test', 'Ecological assessment']",3
6717,a habit bad comes out as a middle ground between a hidden feeling and the resulting protection process is called,professional_psychology,"['fixation', 'regression', 'repression', 'symptom']",3
6718,"""You give willingly up the extra cost towards your customers who are poor and have a health plan's plus believe this is okay since you charge these ones a lower price that depends on how much money they have for.""",professional_psychology,"['a common and ethical practice.', ""ethical as long as you don't bill the insurance company for an increased hourly fee in order to collect your full fee."", 'ethical as long as the insurance company does not explicitly prohibit such arrangements.', 'ethical only if the insurance company is aware of the arrangement.']",3
6719,"In a two-part situation where one part is either/or and the other is a range and goes on and on, which of the following ways to find a link be most suitable",professional_psychology,"['Point-biserial', ""Spearman's rho"", 'Phi coefficient', ""Kendal's tau""]",0
6720,"""Which am NOT an example of children actively shaping their own development of?""",professional_psychology,"['Children selecting the contexts in which they participate', 'Children imposing their subjective appraisal on the context', 'Children affecting what takes place in the context', 'Children being conditioned to modify their behavior to the context']",3
6721,"""group hatred can be reduce by finding tasks that needed the work of all the children.""",professional_psychology,"['integrative demands', 'superordinate goals', 'threat reduction', 'intergroup contact']",1
6722,"""The program of help's, slow exposure to traveling by bus, with real-life activities increased tests across, is being called _______""",medical_genetics,"[['was used to demonstrate DNA as the genetic material', 'is used to determine the content of minerals in a soil sample', 'uses short DNA primers and a thermostable DNA polymerase to replicate specific DNA sequences in vitro.', 'measures the ribosome transfer rate during translation']]",2
6723,"""You are wanting to start treating clients by aliens abducted, but you have never worked with these ones before. You best course of action would be to:""",professional_psychology,"['start seeing these clients and consult with someone who is familiar with this population if you run into any problems.', 'start seeing these clients after establishing a consultative relationship with someone who is familiar with this population.', 'take a continuing education class related to the treatment of members of this population.', 'place an ad in the National Enquirer to let members of this population know about the availability of your services.']",1
6724,The 1976 Tarasoff decision set is setting:,professional_psychology,"['the right of a parent to inspect and request modifications to his/her child’s school records.', 'a psychologist’s “duty to protect” the intended victim of a therapy client.', 'the “80% rule” as a standard for determining the fairness of a selection test or other employment procedure.', 'a psychologist’s duty to report suspected or known cases of child abuse.']",1
6725,"""By one next rule, under which of the conditions would it be safely it thinking that a choice test does not treat a particular group of people badly?""",professional_psychology,"['No one from the group has applied for a position with the organization using the test', '‘The test manual demonstrates chat the test is valid for a wide variety of jobs', '“The test rejects applicants from different racial groups in the same proportion', 'Iris not feasible to conduct separate validity studies on male and female employees']",2
6726,"Some situations, being said  birth decides the time and kind of action, but things around us at an important time decide the specific cause-and-effect link is learned. This form of learning is called",professional_psychology,"['critical learning', 'maturation', 'imprinting', 'social learning']",2
6727,"""It can be the inability of recognizing objects by touch alone is most likely the result of damage to the...""",professional_psychology,"['medulla oblongara', 'corpus callosum', 'parietal cortex', 'pons']",2
6728,Kurt Lewin's field theory predict that human behavior is,professional_psychology,"['due more to environmental factors than to psychological factors.', 'due more to biological factors than to environmental factors.', ""a function of both the person's own attributes and the characteristics of the environment."", 'a function of the microsystem, mesosystem, and macrosystem.']",2
6729,"""Although individual and group same-time treatment may be necessary for some patients, many helpers may not supportting it.""",professional_psychology,"['patients beginning with a group, finding additional sources of support, tend to terminate the individual therapy prematurely', 'patients wait until they are in their individual sessions before reacting to what occurred in the group', 'screening procedures for patients may be ignored because a therapist is recommending the group experience', 'patients use their two therapists’ words to refute group members’ suggestions for behavior change']",1
6730,"The statement showed  'You tripped, but I was pushed' BEST shows which of the following?",professional_psychology,"['self-perception bias', 'actor-observer effect', 'fundamental attribution bias', 'self-monitoring']",1
6731,"""A child are using a spoon in the same way that the child did use a rattle in the past.""",medical_genetics,"[['can generally accommodate larger inserts than phage vectors can', 'grow within bacteria, and are present in bacterial colonies on an agar plate', 'can accommodate inserts of over 100 kilobases', 'include centromeres to allow propagation in yeast']]",1
6732,"""Her arriving slowly at her classroom, she did hold to her mother's hand plus did watched nervously the other children play. After a few minutes and some coaxing from her teacher, she did begin to help another child complete a puzzle. According to Thomas and Chess, what temperament style does this child have?""",professional_psychology,"['Easy', 'Difficult', 'Slow to warm up', 'Secure']",2
6733,In which of next kinds of talk therapies are you being told about by the therapist a particularly suggested and often used method?,professional_psychology,"['Object relations therapy', 'Transactional analysis', 'Feminist psychotherapy', 'Interpersonal therapy']",2
6734,"The mother, deeply concerned of a 31-year-old client you have been seeing for six months calls to check on her son's progress. She says that she is about her son and wants to know if there is anything she can do to help him. As an ethical psychologist, you:",professional_psychology,"['advise her in general terms about how she can help her son.', 'suggest that she make an appointment so you can discuss the matter in person.', 'suggest that she come to therapy with her son at his next appointment.', 'tell her that you cannot discuss her son’s condition with her.']",3
6735,"""MRI are preferred over CT (computed X-ray pictures) in all of the next situations Except:""",professional_psychology,"['The detection of a small tumor', 'The detection of a skull fracture', 'The detection of acute cerebral infarct', 'The detection of white matter abnormalities']",1
6736,"""Fara’s jobs were to help her mother in the kitchen at the time her brother and father did their cutting the grass. Plus She is expecting to do up the housework like her mother at the time her brother is doing up garden work like their father. What part of women's help addresses these problems?""",professional_psychology,"['Self In Relation', 'Feminist Object Relations', 'Empowerment Therapy', 'Household Responsibilities']",1
6737,"""People is relying on which of the following to determine how to act in specific situations (e.g., at a faculty meeting, at a wedding, or in a restaurant) on.""",professional_psychology,"['heuristics', 'prototypes', 'scripts', 'life space']",2
6738,"""Showing low average brain power with poor problem solving, word-finding trouble, poor hand-eye coordination, and clear memory problems, the simple test of the 70-year-old former worker is clearly amidst these problems. The patient has limited knowledge of these problems. The most likely answer is""",professional_psychology,"[""Dementia of the Alzheimer's Type"", 'pseudodementia', 'Korsakoff’s syndrome', 'normal aging effects']",0
6739,"Doctors asking a person to restrict eating to limited situations, such as a specific place in the kitchen at particular times day's is best described as an example of",professional_psychology,"['stimulus control', 'response control', 'seif-punishment', 'self-monitoring']",3
6740,"""When the correlation determined between school students' GPAs and the amount of time they spend studying each week _______ means that about 15% of the variability in GPA can be directly accounted for by the amount of time spent studying.""",medical_genetics,"[['0.4', '0.32', '0.08', '0.02']]",2
6741,"""Frankly, after 6 months of help one-2-week and several tries to check treatment goals about and plans, a patient continues to complain over several meetings the help has not been working and that treatment goals have not been met about. The doctor should""",professional_psychology,"['immediately terminate treatment and refer the patient elsewhere', 'discuss the possibility that the patient consult with another therapist', 'treat this as an instance of resistance', 'increase the frequency of sessions']",1
6742,"""Which of these job its interest lists is not tied Holland idea of job interest to?""",professional_psychology,"['Kuder Occupational Interest Survey', 'Strong Interest Inventory', 'The Campbell Interest and Skill Survey', 'Self-Directed Search']",0
6743,"""A female customer is finding money situation of she and her husband changed much after she and her husband split and she can no longer pay your fee.""",professional_psychology,"['provide her with a low-fee session to bring the therapy relationship to an end', 'help her locate alternative sources of financing for therapy', 'make sure that she is provided with needed services, from you or from others, at a fee she can afford', 'write letter of termination, stating your willingness to resume therapy when she is again able to afford it']",2
6744,"""Every time I am planning a vacation always, there's always a crisis at home or work so that I can't go.""",professional_psychology,"['psychological reactance', 'base rate fallacy', 'illusory correlation', 'fundamental attribution bias']",2
6745,Kohlberg's thinking-development idea of Kohlberg is saying which of the next is the first part of learning男女 role of?,professional_psychology,"['gender affirmation', 'gender identity', 'gender constancy', 'gender stability.']",1
6746,"""Studies regarding power in social relationships stressing the importance of two forms of power.""",professional_psychology,"['Reward and legitimate', 'Expert and referent', 'Coercive and symbolic', 'Expert and informational']",1
6747,"""The unhealthy idea, that an unhealthy way of life comes from selfish, rival goals is regular to the idea of personality suggested by who?""",professional_psychology,"['Freud', 'Jung', 'Rogers', 'Adler']",3
